id,signal_type,fraud_category,severity,severity_encoded,account_age_days,related_entity_count,fraudulent
1814,reject_rate,commerce,low,1,772,21,1
1815,pending_purchases,commerce,critical,4,408,30,1
1816,reject_rate,commerce,high,3,353,11,1
1817,reject_rate,catalog,low,1,364,30,1
1818,pending_purchases,claims,medium,2,291,4,0
1819,unverified_provider,claims,critical,4,659,7,1
1820,rejected_claims_volume,claims,high,3,337,29,1
1821,pending_purchases,commerce,critical,4,739,7,1
1822,unverified_provider,catalog,critical,4,541,7,1
1823,pending_purchases,commerce,low,1,194,23,1
1824,reject_rate,catalog,critical,4,763,29,1
1825,claim_burst,commerce,low,1,738,8,1
1826,reject_rate,commerce,low,1,121,20,1
1827,reject_rate,catalog,critical,4,422,4,1
1828,inactive_spike,commerce,low,1,462,28,1
1829,stale_pending_policies,account,high,3,459,17,0
1830,unverified_provider,account,medium,2,459,27,1
1831,inactive_spike,account,low,1,758,7,0
1832,duplicate_email,account,medium,2,703,21,1
1833,duplicate_email,account,medium,2,554,11,1
1834,stale_pending_policies,catalog,high,3,375,3,1
1835,duplicate_email,account,critical,4,171,15,1
1836,pending_purchases,account,high,3,638,3,1
1837,duplicate_email,account,critical,4,151,20,1
1838,reject_rate,account,critical,4,34,17,1
1839,claim_burst,claims,high,3,102,2,1
1840,other,claims,medium,2,317,7,0
1841,pending_purchases,claims,critical,4,531,4,1
1842,rejected_claims_volume,commerce,medium,2,431,30,1
1843,lead_spike,commerce,high,3,77,22,1
1844,unverified_provider,account,critical,4,121,11,1
1845,reject_rate,account,critical,4,569,23,1
1846,stale_pending_policies,catalog,low,1,867,23,1
1847,inactive_spike,claims,low,1,408,3,0
1848,unverified_provider,account,critical,4,426,7,1
1849,duplicate_email,catalog,critical,4,622,18,1
1850,duplicate_email,commerce,high,3,704,2,1
1851,rejected_claims_volume,claims,high,3,129,17,1
1852,unverified_provider,account,low,1,314,29,1
1853,pending_purchases,commerce,critical,4,56,10,1
1854,stale_pending_policies,catalog,high,3,208,24,1
1855,reject_rate,account,low,1,667,14,1
1856,inactive_spike,commerce,low,1,843,13,1
1857,inactive_spike,account,low,1,700,30,1
1858,claim_burst,account,low,1,753,4,1
1859,inactive_spike,commerce,critical,4,704,4,1
1860,pending_purchases,commerce,critical,4,713,21,1
1861,pending_purchases,commerce,medium,2,375,3,0
1862,other,catalog,critical,4,558,4,1
1863,unverified_provider,account,low,1,152,21,1
1864,inactive_spike,claims,critical,4,631,25,1
1865,pending_purchases,catalog,medium,2,830,11,0
1866,claim_burst,account,critical,4,3,30,1
1867,stale_pending_policies,catalog,critical,4,463,16,0
1868,reject_rate,account,critical,4,778,11,1
1869,unverified_provider,commerce,high,3,326,12,1
1870,stale_pending_policies,claims,low,1,605,5,0
1871,unverified_provider,catalog,low,1,625,2,0
1872,pending_purchases,commerce,high,3,122,1,1
1873,pending_purchases,commerce,high,3,802,11,1
1874,reject_rate,claims,high,3,179,5,1
1875,unverified_provider,account,critical,4,125,17,1
1876,stale_pending_policies,account,critical,4,325,14,1
1877,pending_purchases,catalog,medium,2,782,25,1
1878,lead_spike,claims,low,1,251,24,1
1879,lead_spike,commerce,high,3,691,28,1
1880,claim_burst,commerce,high,3,602,9,1
1881,unverified_provider,catalog,medium,2,222,14,1
1882,other,claims,medium,2,298,1,1
1883,pending_purchases,catalog,low,1,485,11,0
1884,rejected_claims_volume,claims,high,3,139,4,1
1885,rejected_claims_volume,catalog,critical,4,893,29,1
1886,claim_burst,claims,critical,4,781,13,1
1887,other,commerce,high,3,102,9,1
1888,claim_burst,account,critical,4,691,13,1
1889,lead_spike,catalog,low,1,20,11,1
1890,inactive_spike,claims,low,1,415,3,0
1891,unverified_provider,account,medium,2,615,2,0
1892,inactive_spike,commerce,high,3,479,13,1
1893,claim_burst,claims,high,3,449,17,1
1894,claim_burst,catalog,medium,2,58,6,1
1895,unverified_provider,account,critical,4,481,18,0
1896,duplicate_email,account,medium,2,68,9,1
1897,lead_spike,account,medium,2,420,26,1
1898,stale_pending_policies,commerce,high,3,205,3,1
1899,pending_purchases,commerce,high,3,579,23,1
1900,reject_rate,claims,medium,2,409,11,0
1901,stale_pending_policies,catalog,critical,4,113,27,1
1902,pending_purchases,commerce,low,1,305,16,1
1903,pending_purchases,commerce,critical,4,730,16,1
1904,stale_pending_policies,catalog,high,3,829,6,1
1905,lead_spike,catalog,critical,4,880,1,1
1906,pending_purchases,account,critical,4,318,29,1
1907,unverified_provider,account,critical,4,56,2,1
1908,unverified_provider,claims,high,3,531,13,1
1909,pending_purchases,commerce,critical,4,684,27,1
1910,duplicate_email,account,critical,4,109,8,0
1911,unverified_provider,account,critical,4,353,4,1
1912,claim_burst,account,high,3,555,12,0
1913,reject_rate,catalog,low,1,492,9,1
1914,claim_burst,commerce,high,3,445,25,1
1915,duplicate_email,account,medium,2,703,23,1
1916,stale_pending_policies,catalog,high,3,269,2,1
1917,lead_spike,commerce,critical,4,401,12,1
1918,rejected_claims_volume,catalog,critical,4,516,12,1
1919,lead_spike,commerce,medium,2,440,18,1
1920,pending_purchases,commerce,medium,2,581,13,1
1921,reject_rate,account,medium,2,845,8,0
1922,unverified_provider,claims,low,1,312,14,1
1923,pending_purchases,commerce,low,1,861,25,1
1924,rejected_claims_volume,catalog,low,1,417,22,1
1925,duplicate_email,commerce,medium,2,851,12,1
1926,pending_purchases,catalog,medium,2,22,16,1
1927,pending_purchases,commerce,high,3,304,20,1
1928,pending_purchases,catalog,low,1,131,1,0
1929,lead_spike,catalog,critical,4,300,1,1
1930,inactive_spike,account,low,1,502,11,0
1931,claim_burst,account,medium,2,762,21,1
1932,other,claims,low,1,303,24,1
1933,claim_burst,commerce,low,1,692,26,1
1934,reject_rate,catalog,low,1,683,19,0
1935,stale_pending_policies,catalog,critical,4,110,27,1
1936,unverified_provider,account,critical,4,792,16,1
1937,stale_pending_policies,account,low,1,11,6,0
1938,unverified_provider,catalog,critical,4,700,27,1
1939,inactive_spike,commerce,medium,2,171,29,1
1940,lead_spike,commerce,low,1,517,2,1
1941,reject_rate,claims,critical,4,172,23,1
1942,claim_burst,claims,critical,4,120,15,1
1943,lead_spike,claims,high,3,341,23,1
1944,claim_burst,claims,critical,4,247,7,1
1945,pending_purchases,claims,low,1,138,8,1
1946,duplicate_email,account,high,3,561,14,1
1947,stale_pending_policies,catalog,medium,2,298,19,0
1948,inactive_spike,account,critical,4,46,5,1
1949,other,commerce,critical,4,529,5,1
1950,rejected_claims_volume,claims,critical,4,806,10,1
1951,inactive_spike,claims,critical,4,850,21,1
1952,pending_purchases,commerce,high,3,481,8,1
1953,reject_rate,commerce,medium,2,450,1,0
1954,pending_purchases,claims,high,3,553,13,1
1955,pending_purchases,catalog,high,3,324,30,1
1956,reject_rate,catalog,low,1,620,14,1
1957,stale_pending_policies,claims,critical,4,530,15,1
1958,claim_burst,claims,critical,4,110,10,1
1959,rejected_claims_volume,account,high,3,137,21,1
1960,stale_pending_policies,commerce,critical,4,745,24,1
1961,inactive_spike,catalog,high,3,373,15,1
1962,inactive_spike,account,critical,4,538,16,1
1963,duplicate_email,account,medium,2,581,23,1
1964,stale_pending_policies,catalog,high,3,880,7,1
1965,pending_purchases,commerce,high,3,788,7,1
1966,pending_purchases,account,high,3,760,18,1
1967,claim_burst,claims,low,1,744,19,1
1968,lead_spike,claims,medium,2,261,22,1
1969,claim_burst,commerce,low,1,24,27,1
1970,claim_burst,claims,medium,2,759,17,1
1971,duplicate_email,account,high,3,413,3,1
1972,lead_spike,commerce,medium,2,150,14,1
1973,claim_burst,commerce,medium,2,143,1,1
1974,reject_rate,claims,critical,4,220,8,1
1975,unverified_provider,catalog,medium,2,733,26,1
1976,unverified_provider,catalog,medium,2,536,12,1
1977,inactive_spike,claims,critical,4,148,10,1
1978,inactive_spike,account,medium,2,418,23,1
1979,lead_spike,catalog,medium,2,147,1,1
1980,pending_purchases,commerce,high,3,438,12,1
1981,unverified_provider,claims,critical,4,823,29,1
1982,stale_pending_policies,commerce,medium,2,198,2,0
1983,stale_pending_policies,catalog,high,3,233,23,0
1984,pending_purchases,catalog,medium,2,654,25,1
1985,lead_spike,claims,critical,4,465,2,1
1986,claim_burst,claims,critical,4,380,1,1
1987,stale_pending_policies,commerce,critical,4,167,4,1
1988,stale_pending_policies,catalog,low,1,895,27,1
1989,claim_burst,claims,critical,4,797,5,0
1990,pending_purchases,catalog,critical,4,341,4,1
1991,claim_burst,claims,low,1,854,21,1
1992,reject_rate,claims,medium,2,854,25,1
1993,rejected_claims_volume,claims,low,1,217,14,1
1994,inactive_spike,commerce,critical,4,894,11,1
1995,rejected_claims_volume,claims,high,3,709,4,1
1996,claim_burst,catalog,medium,2,664,24,1
1997,unverified_provider,account,medium,2,477,19,0
1998,inactive_spike,account,low,1,122,13,1
1999,lead_spike,claims,critical,4,608,30,1
2000,lead_spike,commerce,critical,4,119,4,1
2001,reject_rate,catalog,high,3,445,25,1
2002,unverified_provider,catalog,critical,4,598,17,1
2003,pending_purchases,commerce,low,1,580,14,1
2004,reject_rate,catalog,medium,2,517,1,0
2005,pending_purchases,claims,medium,2,580,11,0
2006,reject_rate,claims,critical,4,58,14,1
2007,stale_pending_policies,catalog,medium,2,735,2,0
2008,lead_spike,commerce,critical,4,367,10,1
2009,claim_burst,commerce,critical,4,262,16,1
2010,rejected_claims_volume,claims,low,1,374,21,1
2011,lead_spike,commerce,low,1,672,24,0
2012,unverified_provider,account,high,3,889,17,1
2013,rejected_claims_volume,claims,critical,4,853,3,1
2014,unverified_provider,catalog,low,1,59,30,1
2015,reject_rate,catalog,high,3,360,8,1
2016,unverified_provider,account,medium,2,401,15,1
2017,reject_rate,commerce,critical,4,349,15,1
2018,claim_burst,commerce,high,3,268,6,1
2019,claim_burst,account,high,3,328,1,1
2020,other,catalog,low,1,287,19,1
2021,stale_pending_policies,catalog,high,3,840,25,1
2022,lead_spike,commerce,high,3,188,4,1
2023,other,claims,critical,4,323,30,1
2024,pending_purchases,commerce,low,1,629,18,1
2025,rejected_claims_volume,claims,low,1,197,16,1
2026,inactive_spike,account,medium,2,504,27,1
2027,stale_pending_policies,claims,critical,4,377,3,1
2028,reject_rate,catalog,low,1,173,22,1
2029,reject_rate,catalog,medium,2,886,11,0
2030,reject_rate,catalog,low,1,792,17,1
2031,rejected_claims_volume,commerce,critical,4,150,19,1
2032,lead_spike,commerce,critical,4,692,7,1
2033,rejected_claims_volume,catalog,medium,2,530,4,1
2034,duplicate_email,account,high,3,285,10,0
2035,reject_rate,catalog,critical,4,539,18,1
2036,inactive_spike,account,high,3,98,6,1
2037,unverified_provider,claims,high,3,34,2,1
2038,claim_burst,account,low,1,248,25,1
2039,lead_spike,commerce,critical,4,814,10,1
2040,reject_rate,account,high,3,143,24,1
2041,claim_burst,claims,critical,4,122,25,1
2042,duplicate_email,catalog,critical,4,312,14,1
2043,other,claims,high,3,769,3,1
2044,duplicate_email,commerce,high,3,638,20,1
2045,unverified_provider,claims,high,3,353,29,1
2046,pending_purchases,catalog,low,1,170,2,0
2047,lead_spike,account,low,1,293,10,0
2048,lead_spike,commerce,critical,4,445,7,1
2049,pending_purchases,commerce,low,1,600,16,1
2050,other,catalog,medium,2,313,12,1
2051,rejected_claims_volume,claims,high,3,304,6,1
2052,inactive_spike,catalog,medium,2,263,26,1
2053,duplicate_email,account,medium,2,784,8,0
2054,rejected_claims_volume,claims,critical,4,22,19,0
2055,duplicate_email,account,high,3,724,19,1
2056,rejected_claims_volume,commerce,critical,4,343,3,1
2057,pending_purchases,claims,low,1,410,8,0
2058,inactive_spike,catalog,low,1,210,13,1
2059,unverified_provider,claims,high,3,836,13,1
2060,duplicate_email,commerce,medium,2,544,13,1
2061,unverified_provider,account,low,1,184,10,0
2062,stale_pending_policies,catalog,high,3,70,6,1
2063,claim_burst,commerce,medium,2,11,21,1
2064,other,account,critical,4,878,17,1
2065,rejected_claims_volume,catalog,critical,4,523,30,1
2066,unverified_provider,catalog,high,3,817,27,1
2067,other,commerce,medium,2,222,9,0
2068,duplicate_email,account,high,3,526,27,1
2069,lead_spike,claims,critical,4,507,17,1
2070,claim_burst,commerce,high,3,136,12,1
2071,claim_burst,commerce,medium,2,438,28,1
2072,reject_rate,account,medium,2,223,16,1
2073,lead_spike,account,medium,2,495,24,1
2074,inactive_spike,account,critical,4,760,21,1
2075,claim_burst,catalog,medium,2,541,30,1
2076,duplicate_email,account,critical,4,792,10,1
2077,stale_pending_policies,claims,high,3,828,8,1
2078,unverified_provider,account,critical,4,797,19,1
2079,stale_pending_policies,account,low,1,768,24,1
2080,claim_burst,claims,high,3,759,26,1
2081,rejected_claims_volume,commerce,medium,2,816,26,1
2082,lead_spike,account,high,3,466,23,1
2083,stale_pending_policies,catalog,high,3,141,10,1
2084,other,account,critical,4,405,26,1
2085,other,claims,high,3,393,21,1
2086,reject_rate,account,high,3,439,1,1
2087,inactive_spike,account,low,1,284,4,0
2088,stale_pending_policies,catalog,medium,2,135,22,1
2089,rejected_claims_volume,catalog,low,1,640,3,0
2090,inactive_spike,catalog,medium,2,857,29,1
2091,rejected_claims_volume,claims,medium,2,782,26,1
2092,stale_pending_policies,catalog,medium,2,476,7,0
2093,claim_burst,claims,low,1,621,13,1
2094,other,commerce,critical,4,620,13,1
2095,reject_rate,catalog,critical,4,900,13,1
2096,rejected_claims_volume,claims,medium,2,656,17,1
2097,unverified_provider,catalog,high,3,266,22,1
2098,rejected_claims_volume,catalog,low,1,460,7,0
2099,stale_pending_policies,commerce,medium,2,607,14,1
2100,pending_purchases,commerce,high,3,686,12,1
2101,lead_spike,catalog,critical,4,415,19,1
2102,inactive_spike,account,high,3,581,6,0
2103,lead_spike,catalog,critical,4,800,7,1
2104,pending_purchases,catalog,critical,4,352,8,1
2105,reject_rate,commerce,high,3,410,19,1
2106,duplicate_email,account,high,3,329,30,1
2107,rejected_claims_volume,commerce,high,3,830,3,1
2108,claim_burst,claims,high,3,56,17,1
2109,pending_purchases,commerce,critical,4,762,26,1
2110,unverified_provider,claims,low,1,395,3,0
2111,lead_spike,commerce,high,3,310,12,1
2112,claim_burst,claims,high,3,389,21,1
2113,other,claims,critical,4,338,20,1
2114,duplicate_email,account,medium,2,558,22,1
2115,stale_pending_policies,account,high,3,352,11,1
2116,stale_pending_policies,account,medium,2,90,4,0
2117,stale_pending_policies,catalog,critical,4,807,14,1
2118,rejected_claims_volume,claims,critical,4,19,24,1
2119,unverified_provider,commerce,high,3,462,20,1
2120,pending_purchases,catalog,low,1,678,3,0
2121,unverified_provider,catalog,low,1,513,28,1
2122,duplicate_email,commerce,low,1,251,3,1
2123,lead_spike,commerce,high,3,837,17,1
2124,rejected_claims_volume,claims,low,1,640,30,0
2125,claim_burst,claims,high,3,194,17,1
2126,reject_rate,commerce,medium,2,798,4,0
2127,inactive_spike,account,critical,4,360,17,1
2128,other,catalog,low,1,529,24,1
2129,rejected_claims_volume,claims,high,3,730,24,0
2130,claim_burst,commerce,low,1,874,4,1
2131,unverified_provider,claims,critical,4,686,2,0
2132,claim_burst,claims,critical,4,622,19,1
2133,unverified_provider,claims,high,3,809,23,1
2134,inactive_spike,claims,medium,2,522,26,0
2135,duplicate_email,account,low,1,274,12,1
2136,claim_burst,account,high,3,894,15,0
2137,unverified_provider,catalog,critical,4,611,18,1
2138,pending_purchases,claims,medium,2,588,24,1
2139,duplicate_email,commerce,medium,2,480,24,1
2140,stale_pending_policies,commerce,low,1,89,30,1
2141,duplicate_email,commerce,medium,2,350,30,1
2142,rejected_claims_volume,commerce,critical,4,594,8,1
2143,claim_burst,catalog,critical,4,872,20,1
2144,claim_burst,claims,medium,2,700,12,1
2145,pending_purchases,commerce,medium,2,98,20,1
2146,inactive_spike,catalog,low,1,123,21,0
2147,rejected_claims_volume,claims,critical,4,590,6,1
2148,pending_purchases,commerce,low,1,82,9,0
2149,other,claims,medium,2,300,16,1
2150,stale_pending_policies,catalog,critical,4,137,7,1
2151,unverified_provider,account,critical,4,471,27,1
2152,pending_purchases,commerce,medium,2,502,21,0
2153,lead_spike,catalog,critical,4,396,8,1
2154,stale_pending_policies,claims,medium,2,718,14,1
2155,other,account,medium,2,372,6,0
2156,duplicate_email,catalog,medium,2,441,15,1
2157,rejected_claims_volume,account,medium,2,358,15,1
2158,unverified_provider,account,medium,2,87,1,0
2159,stale_pending_policies,catalog,medium,2,617,21,1
2160,duplicate_email,account,low,1,317,17,1
2161,claim_burst,commerce,low,1,197,5,1
2162,stale_pending_policies,claims,critical,4,252,19,0
2163,stale_pending_policies,account,low,1,90,23,1
2164,rejected_claims_volume,catalog,critical,4,535,21,1
2165,unverified_provider,commerce,low,1,462,30,1
2166,reject_rate,catalog,medium,2,115,24,1
2167,inactive_spike,claims,high,3,176,1,1
2168,inactive_spike,account,high,3,780,13,1
2169,rejected_claims_volume,claims,low,1,634,29,0
2170,reject_rate,account,low,1,765,26,1
2171,reject_rate,account,low,1,735,18,1
2172,duplicate_email,catalog,critical,4,238,27,1
2173,unverified_provider,commerce,medium,2,660,7,0
2174,claim_burst,catalog,low,1,422,12,1
2175,lead_spike,catalog,critical,4,607,1,1
2176,inactive_spike,account,low,1,228,19,1
2177,pending_purchases,commerce,medium,2,879,17,1
2178,claim_burst,account,medium,2,744,29,1
2179,inactive_spike,catalog,high,3,495,13,1
2180,other,commerce,medium,2,166,28,1
2181,claim_burst,claims,high,3,108,23,0
2182,lead_spike,claims,high,3,266,12,0
2183,duplicate_email,commerce,medium,2,491,25,1
2184,lead_spike,commerce,high,3,129,24,1
2185,claim_burst,commerce,critical,4,69,8,1
2186,other,commerce,high,3,566,22,1
2187,other,claims,high,3,892,24,1
2188,pending_purchases,catalog,medium,2,29,29,1
2189,unverified_provider,account,low,1,665,14,0
2190,claim_burst,claims,medium,2,138,24,1
2191,other,claims,high,3,361,26,1
2192,pending_purchases,claims,high,3,144,28,1
2193,claim_burst,claims,medium,2,263,24,1
2194,pending_purchases,commerce,low,1,742,26,1
2195,rejected_claims_volume,commerce,low,1,424,29,1
2196,inactive_spike,catalog,low,1,657,29,0
2197,claim_burst,claims,low,1,29,23,1
2198,duplicate_email,catalog,medium,2,671,3,1
2199,rejected_claims_volume,claims,critical,4,58,26,1
2200,inactive_spike,claims,high,3,493,26,1
2201,unverified_provider,account,medium,2,263,1,0
2202,lead_spike,commerce,low,1,849,28,1
2203,reject_rate,claims,low,1,240,29,1
2204,pending_purchases,account,high,3,691,26,1
2205,lead_spike,catalog,low,1,228,20,1
2206,reject_rate,catalog,low,1,145,21,1
2207,rejected_claims_volume,account,low,1,682,25,1
2208,claim_burst,claims,low,1,572,4,1
2209,other,commerce,critical,4,849,10,1
2210,inactive_spike,commerce,low,1,203,15,0
2211,stale_pending_policies,claims,low,1,509,1,0
2212,reject_rate,commerce,low,1,63,1,1
2213,claim_burst,claims,high,3,81,23,1
2214,unverified_provider,account,medium,2,318,4,0
2215,reject_rate,claims,low,1,183,8,0
2216,claim_burst,commerce,critical,4,334,17,1
2217,pending_purchases,account,medium,2,831,5,0
2218,duplicate_email,commerce,high,3,801,17,1
2219,reject_rate,commerce,critical,4,543,27,1
2220,reject_rate,claims,high,3,469,5,1
2221,lead_spike,claims,critical,4,569,10,1
2222,other,catalog,medium,2,231,22,1
2223,stale_pending_policies,catalog,medium,2,761,28,1
2224,inactive_spike,account,critical,4,590,27,1
2225,claim_burst,claims,low,1,314,30,1
2226,claim_burst,commerce,high,3,126,4,1
2227,lead_spike,claims,low,1,625,27,1
2228,stale_pending_policies,account,medium,2,461,2,0
2229,unverified_provider,account,medium,2,410,28,1
2230,reject_rate,commerce,low,1,279,11,0
2231,inactive_spike,account,low,1,106,1,0
2232,rejected_claims_volume,claims,low,1,372,30,1
2233,lead_spike,claims,medium,2,734,9,1
2234,pending_purchases,commerce,high,3,621,19,1
2235,rejected_claims_volume,claims,medium,2,528,30,1
2236,reject_rate,catalog,medium,2,561,4,0
2237,rejected_claims_volume,account,low,1,202,4,0
2238,lead_spike,catalog,medium,2,386,29,1
2239,lead_spike,catalog,low,1,128,23,1
2240,duplicate_email,commerce,critical,4,311,1,1
2241,pending_purchases,catalog,medium,2,3,28,1
2242,stale_pending_policies,catalog,medium,2,749,21,1
2243,pending_purchases,account,medium,2,759,22,1
2244,reject_rate,commerce,critical,4,331,27,1
2245,inactive_spike,account,critical,4,779,27,1
2246,claim_burst,claims,high,3,310,14,1
2247,reject_rate,catalog,low,1,842,11,0
2248,duplicate_email,account,critical,4,695,29,1
2249,lead_spike,catalog,low,1,61,22,1
2250,claim_burst,commerce,critical,4,778,22,1
2251,reject_rate,catalog,medium,2,588,21,1
2252,inactive_spike,account,high,3,868,14,1
2253,pending_purchases,commerce,low,1,792,16,1
2254,duplicate_email,claims,low,1,580,13,1
2255,stale_pending_policies,account,high,3,669,18,0
2256,lead_spike,commerce,critical,4,813,2,1
2257,inactive_spike,commerce,critical,4,656,12,1
2258,claim_burst,claims,medium,2,214,6,1
2259,other,claims,medium,2,650,7,0
2260,duplicate_email,catalog,critical,4,679,5,1
2261,pending_purchases,commerce,medium,2,174,12,0
2262,inactive_spike,account,medium,2,691,9,1
2263,inactive_spike,catalog,high,3,817,13,1
2264,pending_purchases,commerce,high,3,161,6,1
2265,claim_burst,claims,critical,4,106,20,1
2266,inactive_spike,account,critical,4,695,24,1
2267,pending_purchases,commerce,medium,2,277,2,0
2268,pending_purchases,commerce,high,3,267,3,1
2269,pending_purchases,commerce,low,1,865,15,1
2270,inactive_spike,claims,medium,2,35,20,1
2271,claim_burst,catalog,low,1,431,28,1
2272,claim_burst,commerce,low,1,396,1,1
2273,other,claims,medium,2,691,13,1
2274,rejected_claims_volume,claims,medium,2,760,12,1
2275,reject_rate,catalog,critical,4,557,12,1
2276,rejected_claims_volume,claims,medium,2,745,17,1
2277,rejected_claims_volume,claims,high,3,828,10,1
2278,stale_pending_policies,catalog,critical,4,517,17,1
2279,other,catalog,high,3,726,22,1
2280,claim_burst,claims,critical,4,263,7,1
2281,unverified_provider,account,medium,2,839,19,1
2282,claim_burst,commerce,critical,4,600,13,1
2283,lead_spike,catalog,high,3,311,8,1
2284,pending_purchases,catalog,medium,2,303,9,0
2285,stale_pending_policies,account,medium,2,776,9,0
2286,inactive_spike,claims,critical,4,736,30,1
2287,other,claims,medium,2,287,2,0
2288,pending_purchases,claims,critical,4,330,10,1
2289,duplicate_email,commerce,high,3,898,21,1
2290,pending_purchases,account,low,1,190,30,1
2291,rejected_claims_volume,commerce,critical,4,686,15,1
2292,lead_spike,claims,high,3,249,22,1
2293,inactive_spike,account,medium,2,314,10,1
2294,other,claims,high,3,203,27,1
2295,unverified_provider,account,high,3,346,8,1
2296,reject_rate,catalog,critical,4,609,12,1
2297,duplicate_email,commerce,critical,4,32,28,1
2298,reject_rate,account,medium,2,854,5,0
2299,other,claims,medium,2,730,18,1
2300,unverified_provider,account,medium,2,183,7,1
2301,stale_pending_policies,claims,low,1,565,6,0
2302,inactive_spike,catalog,critical,4,528,5,1
2303,rejected_claims_volume,claims,high,3,868,19,0
2304,reject_rate,commerce,critical,4,566,5,1
2305,pending_purchases,commerce,medium,2,780,22,1
2306,pending_purchases,account,low,1,353,23,1
2307,stale_pending_policies,commerce,medium,2,535,7,0
2308,claim_burst,claims,low,1,661,1,1
2309,inactive_spike,claims,medium,2,103,19,1
2310,rejected_claims_volume,catalog,medium,2,717,29,1
2311,inactive_spike,commerce,medium,2,519,26,1
2312,unverified_provider,claims,medium,2,371,11,0
2313,other,claims,critical,4,150,19,1
2314,reject_rate,catalog,medium,2,6,13,1
2315,stale_pending_policies,commerce,low,1,452,1,0
2316,pending_purchases,claims,critical,4,391,18,1
2317,rejected_claims_volume,catalog,critical,4,43,14,1
2318,rejected_claims_volume,catalog,critical,4,382,8,1
2319,rejected_claims_volume,claims,low,1,550,15,1
2320,unverified_provider,account,medium,2,512,25,1
2321,duplicate_email,commerce,high,3,94,12,1
2322,rejected_claims_volume,claims,medium,2,199,18,1
2323,duplicate_email,account,critical,4,378,21,1
2324,stale_pending_policies,catalog,medium,2,679,8,0
2325,reject_rate,catalog,critical,4,832,30,1
2326,claim_burst,claims,medium,2,508,2,0
2327,duplicate_email,account,medium,2,462,14,1
2328,claim_burst,commerce,critical,4,127,8,1
2329,stale_pending_policies,catalog,high,3,529,24,0
2330,claim_burst,claims,critical,4,48,28,1
2331,other,commerce,critical,4,819,19,1
2332,lead_spike,commerce,critical,4,324,26,1
2333,rejected_claims_volume,commerce,critical,4,162,26,1
2334,other,commerce,critical,4,521,20,1
2335,unverified_provider,account,high,3,120,1,1
2336,inactive_spike,account,medium,2,557,28,1
2337,lead_spike,commerce,low,1,270,17,1
2338,rejected_claims_volume,commerce,low,1,207,8,0
2339,other,catalog,high,3,146,3,1
2340,claim_burst,commerce,high,3,129,11,1
2341,pending_purchases,catalog,critical,4,246,11,1
2342,inactive_spike,commerce,low,1,774,13,1
2343,reject_rate,commerce,low,1,472,20,1
2344,reject_rate,catalog,critical,4,233,27,1
2345,rejected_claims_volume,claims,medium,2,337,18,1
2346,reject_rate,catalog,high,3,792,3,1
2347,duplicate_email,account,medium,2,591,28,1
2348,rejected_claims_volume,claims,critical,4,522,9,1
2349,inactive_spike,claims,low,1,459,24,1
2350,duplicate_email,claims,low,1,556,28,1
2351,lead_spike,commerce,medium,2,197,16,1
2352,other,account,high,3,117,4,1
2353,lead_spike,commerce,low,1,665,2,1
2354,stale_pending_policies,catalog,critical,4,235,17,1
2355,pending_purchases,catalog,critical,4,234,17,1
2356,claim_burst,catalog,low,1,823,22,1
2357,pending_purchases,commerce,high,3,115,23,0
2358,rejected_claims_volume,catalog,low,1,611,20,1
2359,lead_spike,commerce,medium,2,123,7,1
2360,unverified_provider,commerce,critical,4,56,21,1
2361,pending_purchases,commerce,low,1,354,15,1
2362,reject_rate,claims,medium,2,618,21,1
2363,lead_spike,commerce,critical,4,228,18,1
2364,rejected_claims_volume,claims,high,3,307,7,1
2365,rejected_claims_volume,commerce,low,1,59,10,0
2366,unverified_provider,catalog,high,3,324,4,1
2367,duplicate_email,catalog,high,3,267,27,1
2368,duplicate_email,claims,critical,4,119,18,1
2369,unverified_provider,account,critical,4,22,13,1
2370,other,catalog,high,3,510,24,1
2371,rejected_claims_volume,claims,critical,4,555,17,1
2372,stale_pending_policies,catalog,low,1,789,10,0
2373,duplicate_email,account,medium,2,84,29,0
2374,other,claims,medium,2,290,28,1
2375,reject_rate,account,low,1,38,1,0
2376,rejected_claims_volume,account,critical,4,808,15,1
2377,duplicate_email,claims,critical,4,530,3,0
2378,unverified_provider,catalog,critical,4,763,29,1
2379,reject_rate,catalog,low,1,718,7,0
2380,pending_purchases,account,low,1,774,28,1
2381,stale_pending_policies,account,medium,2,142,28,1
2382,lead_spike,claims,medium,2,537,9,0
2383,stale_pending_policies,catalog,high,3,95,16,1
2384,reject_rate,catalog,low,1,490,29,1
2385,unverified_provider,account,medium,2,495,19,0
2386,claim_burst,catalog,high,3,274,20,1
2387,unverified_provider,account,critical,4,756,2,1
2388,claim_burst,claims,high,3,68,27,1
2389,rejected_claims_volume,claims,critical,4,79,20,1
2390,reject_rate,catalog,critical,4,124,23,1
2391,rejected_claims_volume,claims,critical,4,897,12,1
2392,inactive_spike,account,critical,4,388,9,1
2393,reject_rate,claims,medium,2,126,21,1
2394,lead_spike,commerce,critical,4,698,1,1
2395,rejected_claims_volume,account,medium,2,669,26,1
2396,rejected_claims_volume,claims,high,3,502,1,1
2397,pending_purchases,commerce,low,1,771,3,0
2398,claim_burst,commerce,medium,2,499,17,1
2399,pending_purchases,catalog,medium,2,376,9,0
2400,other,catalog,high,3,201,4,1
2401,reject_rate,account,low,1,377,28,1
2402,other,claims,critical,4,769,14,1
