id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
3230,pet_care,life,peshawar,kpk,59585,64,34,5.5449,0,2,0,submitted,1
3231,medical,pet,gujranwala,punjab,160646,64,22,15.6697,1,6,0,submitted,0
3232,auto,auto,multan,punjab,144023,58,10,11.4449,3,6,0,rejected,1
3233,other,life,abbottabad,kpk,117119,44,45,6.46,2,8,0,submitted,1
3234,accident,auto,karachi,sindh,103198,56,40,6.709,1,4,0,in_review,1
3235,damage,others,islamabad,islamabad,17457,58,3,1.6083,1,4,1,submitted,0
3236,life,pet,islamabad,islamabad,52846,58,17,3.145,0,2,0,approved,0
3237,auto,auto,abbottabad,kpk,41329,58,43,2.6604,2,4,0,in_review,0
3238,auto,others,faisalabad,punjab,29289,58,3,2.2661,1,2,0,submitted,0
3239,accident,others,faisalabad,punjab,11757,56,1,1.48,0,6,0,rejected,1
3240,auto,others,islamabad,islamabad,44862,45,0,1.797,1,6,0,in_review,0
3241,other,home,faisalabad,punjab,73232,61,19,3.2361,2,2,0,approved,0
3242,pet,pet,peshawar,kpk,42357,56,5,9.2201,0,1,1,approved,0
3243,other,pet,karachi,sindh,28363,53,9,1.1927,1,3,1,rejected,1
3244,home,life,rawalpindi,punjab,36398,58,30,1.9296,0,5,0,in_review,1
3245,medical,home,islamabad,islamabad,109127,45,8,14.7969,4,8,0,approved,1
3246,home,home,islamabad,islamabad,27710,56,28,2.2505,0,6,0,in_review,0
3247,pet,auto,mardan,kpk,150318,53,31,8.9662,1,6,0,in_review,1
3248,theft,auto,islamabad,islamabad,132542,58,32,7.0674,0,3,1,submitted,1
3249,theft,home,gujranwala,punjab,26965,61,10,12.9019,2,8,0,rejected,1
3250,pet_care,home,mardan,kpk,35481,64,32,2.9869,0,2,0,approved,1
3251,accident,pet,quetta,balochistan,40910,53,17,8.4333,1,2,0,rejected,1
3252,life,others,faisalabad,punjab,46110,64,22,4.1774,0,4,0,rejected,1
3253,theft,home,faisalabad,punjab,37321,53,28,3.0862,3,3,1,submitted,0
3254,accident,home,abbottabad,kpk,31617,58,5,1.3059,0,0,1,rejected,0
3255,theft,pet,multan,punjab,33531,45,2,2.0511,2,8,0,in_review,0
3256,auto,auto,faisalabad,punjab,44971,44,10,2.2975,0,0,0,rejected,1
3257,home,life,islamabad,islamabad,259477,56,3,10.7266,2,4,1,in_review,0
3258,pet,home,islamabad,islamabad,212061,64,1,20.0663,3,5,0,in_review,1
3259,theft,home,peshawar,kpk,251881,61,40,20.5668,0,1,0,rejected,1
3260,pet_care,pet,hyderabad,sindh,32783,44,20,1.5328,2,8,2,submitted,0
3261,life,life,lahore,punjab,17327,64,16,1.657,0,2,0,submitted,0
3262,life,life,islamabad,islamabad,63085,61,6,6.3408,0,4,0,approved,0
3263,home,life,hyderabad,sindh,42030,61,35,14.609,2,4,2,in_review,1
3264,pet_care,home,gujranwala,punjab,100004,56,16,9.3971,1,4,1,approved,0
3265,accident,life,islamabad,islamabad,10176,61,42,3.4742,4,5,0,in_review,1
3266,life,home,gujranwala,punjab,19095,45,36,3.0873,0,6,2,approved,1
3267,auto,others,faisalabad,punjab,46524,45,34,2.9281,2,3,0,submitted,1
3268,medical,others,mardan,kpk,75181,64,6,3.295,0,0,1,approved,0
3269,accident,pet,karachi,sindh,27636,64,7,14.1361,0,3,2,in_review,0
3270,pet_care,life,sialkot,punjab,29513,58,27,1.793,0,0,0,submitted,0
3271,theft,others,mardan,kpk,63556,44,14,9.4577,1,1,0,approved,0
3272,other,auto,faisalabad,punjab,98959,53,34,7.3994,0,6,0,in_review,1
3273,accident,others,abbottabad,kpk,79276,64,25,3.8897,0,5,1,in_review,0
3274,damage,home,sukkur,sindh,21785,64,35,2.5382,0,3,1,approved,1
3275,auto,auto,mardan,kpk,66403,58,15,21.7858,0,2,2,in_review,0
3276,other,home,sialkot,punjab,6905,61,4,1.2468,1,2,3,submitted,0
3277,home,others,islamabad,islamabad,14978,58,24,1.0334,0,1,1,rejected,1
3278,pet_care,life,lahore,punjab,28624,58,39,1.4673,1,4,1,submitted,1
3279,pet,auto,abbottabad,kpk,31459,44,18,2.8806,4,5,1,rejected,1
3280,accident,life,karachi,sindh,5000,61,41,1.4164,0,4,0,submitted,1
3281,auto,life,peshawar,kpk,19380,44,0,0.8113,0,4,3,in_review,0
3282,medical,home,gujranwala,punjab,8392,64,33,0.4967,0,3,0,in_review,1
3283,medical,home,abbottabad,kpk,17160,45,3,5.5987,2,6,2,in_review,0
3284,home,life,hyderabad,sindh,128569,44,0,15.3552,0,2,0,rejected,1
3285,pet,life,quetta,balochistan,31858,56,14,20.0744,0,5,0,in_review,1
3286,home,home,faisalabad,punjab,25529,45,5,3.3254,2,6,0,in_review,1
3287,home,home,multan,punjab,55943,44,33,2.5553,0,0,0,approved,1
3288,theft,auto,lahore,punjab,27129,53,37,1.0909,0,6,0,submitted,1
3289,damage,pet,sukkur,sindh,156277,53,28,7.7235,0,6,0,approved,0
3290,damage,life,rawalpindi,punjab,46815,64,3,5.728,0,3,1,submitted,0
3291,pet_care,home,multan,punjab,44662,45,20,2.6063,1,4,0,in_review,0
3292,auto,life,multan,punjab,17060,44,5,1.1,2,4,0,in_review,0
3293,auto,others,quetta,balochistan,15867,64,37,2.9686,4,6,0,rejected,1
3294,theft,others,hyderabad,sindh,42188,53,26,1.9416,0,5,1,rejected,1
3295,pet_care,auto,quetta,balochistan,21706,53,33,2.5881,0,4,0,rejected,1
3296,other,auto,hyderabad,sindh,9894,61,34,4.8763,3,6,0,submitted,0
3297,life,auto,karachi,sindh,72138,61,30,24.8495,3,4,0,approved,1
3298,life,auto,sukkur,sindh,40223,56,38,11.8442,0,3,0,submitted,1
3299,pet,pet,rawalpindi,punjab,93798,53,26,19.0724,0,4,2,rejected,1
3300,theft,pet,sukkur,sindh,30437,45,25,1.4988,2,3,0,approved,0
3301,damage,life,rawalpindi,punjab,55632,64,32,2.8773,0,6,0,submitted,1
3302,damage,life,faisalabad,punjab,81030,58,38,3.4751,0,0,0,approved,1
3303,pet_care,others,mardan,kpk,301883,44,22,183.7389,0,4,3,approved,1
3304,pet_care,others,multan,punjab,23147,58,44,2.966,2,7,0,approved,1
3305,medical,home,abbottabad,kpk,59982,61,27,3.3275,0,2,2,submitted,0
3306,pet_care,auto,abbottabad,kpk,43263,53,0,18.8428,0,1,2,in_review,0
3307,medical,pet,faisalabad,punjab,13033,58,33,2.3059,0,0,0,in_review,1
3308,theft,auto,abbottabad,kpk,21986,45,10,1.3823,2,7,0,rejected,1
3309,other,others,gujranwala,punjab,5000,56,31,0.5124,0,5,1,in_review,1
3310,other,pet,karachi,sindh,11002,58,0,0.6988,0,5,2,in_review,0
3311,theft,life,hyderabad,sindh,9014,58,44,0.556,0,2,1,in_review,1
3312,home,life,abbottabad,kpk,16119,61,27,1.4198,0,4,0,approved,0
3313,damage,auto,mardan,kpk,34236,64,27,2.2431,0,6,0,rejected,1
3314,life,auto,sukkur,sindh,63341,56,15,4.268,2,8,0,submitted,0
3315,home,life,karachi,sindh,36411,61,36,1.5989,2,2,0,in_review,1
3316,life,life,abbottabad,kpk,9634,44,5,0.4897,2,6,0,rejected,1
3317,home,home,abbottabad,kpk,14068,61,18,0.9657,1,1,0,submitted,1
3318,other,home,peshawar,kpk,30685,64,42,7.2404,0,2,2,rejected,0
3319,theft,pet,sukkur,sindh,68106,44,31,6.6084,2,7,0,approved,1
3320,home,auto,islamabad,islamabad,6608,58,35,0.2654,1,7,0,submitted,1
3321,medical,auto,faisalabad,punjab,122049,45,25,8.1426,0,3,0,submitted,0
3322,theft,home,islamabad,islamabad,12605,64,22,0.7118,3,6,0,rejected,1
3323,auto,life,multan,punjab,154771,61,42,13.2725,0,3,0,in_review,0
3324,home,auto,gujranwala,punjab,226276,45,16,12.6737,0,3,0,in_review,0
3325,home,auto,mardan,kpk,40758,58,22,2.0898,3,7,2,rejected,0
3326,theft,life,sialkot,punjab,362892,53,10,52.8843,0,6,0,in_review,0
3327,accident,auto,abbottabad,kpk,49771,44,45,8.4544,0,6,0,rejected,1
3328,damage,others,mardan,kpk,23383,58,27,2.0109,1,6,0,approved,0
3329,life,pet,rawalpindi,punjab,88752,58,17,8.8056,0,6,1,rejected,1
3330,pet_care,home,peshawar,kpk,25007,45,42,13.6427,0,4,0,in_review,1
3331,damage,others,sukkur,sindh,42701,44,24,6.1814,0,1,0,submitted,0
3332,home,others,hyderabad,sindh,13089,64,4,4.1579,0,2,0,approved,0
3333,pet,life,multan,punjab,55525,64,24,5.4613,3,8,0,rejected,1
3334,pet_care,life,lahore,punjab,230788,64,32,9.2371,0,5,0,rejected,1
3335,other,life,multan,punjab,155253,44,41,12.8595,2,6,0,submitted,1
3336,theft,auto,sukkur,sindh,12196,56,40,1.7784,0,5,0,in_review,1
3337,life,others,sukkur,sindh,16080,64,29,0.7797,0,2,1,submitted,1
3338,home,home,abbottabad,kpk,107566,56,13,7.3284,0,1,2,rejected,1
3339,home,pet,rawalpindi,punjab,147631,64,33,91.8103,0,3,0,rejected,1
3340,pet,pet,hyderabad,sindh,15031,53,41,0.6467,1,5,0,rejected,1
3341,theft,others,gujranwala,punjab,24695,53,43,1.8484,4,6,0,rejected,1
3342,auto,auto,mardan,kpk,10075,45,22,0.4727,0,5,0,rejected,1
3343,pet_care,pet,islamabad,islamabad,109777,53,21,5.6865,0,1,0,submitted,0
3344,medical,home,quetta,balochistan,19311,64,31,0.829,2,2,0,submitted,1
3345,life,pet,sialkot,punjab,8896,44,27,0.4015,1,7,0,submitted,1
3346,accident,life,faisalabad,punjab,15398,64,32,0.6888,2,8,0,approved,1
3347,accident,life,multan,punjab,83919,53,38,4.7276,0,4,0,rejected,1
3348,life,life,abbottabad,kpk,60876,58,32,4.3147,0,0,0,in_review,1
3349,pet_care,auto,sukkur,sindh,7014,64,28,0.398,0,1,1,in_review,0
3350,pet_care,life,abbottabad,kpk,6952,61,7,0.3242,1,3,3,submitted,0
3351,pet_care,auto,sukkur,sindh,76488,45,42,7.2111,2,5,1,rejected,1
3352,auto,others,sialkot,punjab,46223,45,43,27.4973,2,3,0,approved,1
3353,medical,home,abbottabad,kpk,32331,58,1,1.7099,0,0,0,in_review,0
3354,theft,others,karachi,sindh,111651,45,0,7.6025,1,1,1,rejected,1
3355,accident,home,lahore,punjab,27860,61,29,3.6784,1,4,0,submitted,0
3356,life,auto,mardan,kpk,47072,45,19,7.7638,1,3,0,in_review,0
3357,damage,auto,multan,punjab,46438,56,27,14.1321,0,5,0,approved,0
3358,theft,pet,islamabad,islamabad,25579,64,0,2.0532,0,6,0,approved,0
3359,pet,home,abbottabad,kpk,18405,61,36,1.2115,0,6,0,approved,1
3360,accident,pet,karachi,sindh,30708,58,27,5.5945,0,4,0,approved,0
3361,other,pet,hyderabad,sindh,31757,44,38,1.4807,0,0,0,submitted,1
3362,pet,pet,gujranwala,punjab,31812,56,9,1.4673,1,5,0,submitted,0
3363,pet_care,pet,hyderabad,sindh,69245,44,9,3.4702,1,4,0,submitted,0
3364,auto,others,abbottabad,kpk,16913,53,44,1.0831,0,6,2,submitted,0
3365,home,life,hyderabad,sindh,45089,53,7,3.6333,2,8,2,submitted,0
3366,damage,home,faisalabad,punjab,16726,45,33,1.3674,0,4,0,rejected,1
3367,auto,life,peshawar,kpk,139453,45,28,6.1828,0,2,0,in_review,0
3368,damage,auto,abbottabad,kpk,23073,53,40,4.6453,0,4,0,rejected,1
3369,other,home,sialkot,punjab,37090,61,15,7.4478,2,8,0,in_review,0
3370,other,home,gujranwala,punjab,59997,64,16,3.8307,1,6,1,approved,0
3371,other,auto,peshawar,kpk,126191,45,36,12.8061,4,9,0,approved,1
3372,damage,pet,quetta,balochistan,42287,61,32,2.2225,3,3,0,approved,1
3373,pet_care,life,islamabad,islamabad,26800,45,24,6.4656,0,6,0,rejected,1
3374,pet_care,auto,lahore,punjab,112353,64,35,7.5359,0,4,1,in_review,1
3375,pet_care,home,gujranwala,punjab,56494,64,43,2.5778,1,2,0,approved,0
3376,accident,auto,faisalabad,punjab,21311,56,27,1.5814,1,6,0,in_review,0
3377,life,pet,gujranwala,punjab,87728,53,32,3.8742,0,2,0,approved,1
3378,damage,pet,multan,punjab,13730,56,8,1.6239,0,6,0,submitted,1
3379,home,others,gujranwala,punjab,12758,64,15,0.5372,1,3,0,in_review,0
3380,damage,home,multan,punjab,45873,64,20,2.4631,0,4,0,approved,0
3381,home,home,multan,punjab,70152,53,23,3.2033,0,1,0,approved,0
3382,medical,others,hyderabad,sindh,15241,64,10,1.6152,0,5,0,in_review,0
3383,damage,home,mardan,kpk,61457,61,30,7.4938,0,3,0,approved,0
3384,medical,life,lahore,punjab,30759,64,44,16.1634,1,6,0,in_review,1
3385,damage,others,gujranwala,punjab,32336,61,10,11.2866,0,5,0,submitted,0
3386,other,auto,islamabad,islamabad,10034,64,10,0.6154,2,5,1,submitted,1
3387,accident,life,sialkot,punjab,6302,56,26,0.3292,1,6,0,submitted,0
3388,home,home,faisalabad,punjab,9526,58,40,2.2341,1,7,0,in_review,1
3389,pet_care,pet,hyderabad,sindh,45619,53,26,3.6327,1,1,0,submitted,0
3390,other,others,hyderabad,sindh,48016,64,44,27.3129,0,1,0,approved,1
3391,damage,auto,abbottabad,kpk,13598,64,28,0.6311,2,8,0,submitted,0
3392,pet_care,life,faisalabad,punjab,520123,56,9,77.6999,0,4,3,rejected,1
3393,auto,life,abbottabad,kpk,61901,61,36,6.0051,0,4,0,approved,1
3394,auto,home,mardan,kpk,62060,44,12,3.9599,0,0,2,rejected,1
3395,damage,others,rawalpindi,punjab,39871,44,0,10.4566,1,4,0,submitted,0
3396,theft,home,multan,punjab,68641,61,23,4.4828,1,6,2,submitted,0
3397,home,home,abbottabad,kpk,28074,53,8,1.3663,0,4,0,approved,0
3398,pet,others,quetta,balochistan,37910,58,0,2.0485,0,4,1,rejected,1
3399,accident,auto,quetta,balochistan,37629,44,21,2.4978,0,6,0,submitted,0
3400,theft,auto,rawalpindi,punjab,251989,58,31,16.1118,2,3,1,rejected,1
3401,theft,others,faisalabad,punjab,19548,53,19,0.8175,0,4,3,submitted,0
3402,auto,others,mardan,kpk,11813,64,35,1.1736,0,4,1,submitted,1
3403,damage,others,faisalabad,punjab,17571,64,24,0.7063,1,4,0,approved,0
3404,damage,auto,faisalabad,punjab,8964,64,28,1.531,0,5,0,rejected,1
3405,home,others,sukkur,sindh,8116,61,1,0.4148,0,6,0,submitted,0
3406,life,auto,karachi,sindh,43895,64,0,9.9086,0,0,0,approved,0
3407,damage,life,faisalabad,punjab,23422,53,9,2.6349,0,0,0,submitted,0
3408,damage,home,islamabad,islamabad,62054,44,5,3.0971,0,6,2,in_review,0
3409,auto,home,islamabad,islamabad,18358,58,29,0.7467,0,3,0,in_review,0
3410,other,others,lahore,punjab,491040,53,22,31.2406,0,1,0,approved,0
3411,damage,pet,rawalpindi,punjab,126738,45,24,10.4191,0,0,1,in_review,0
3412,home,home,multan,punjab,46656,58,25,5.3309,0,6,1,rejected,1
3413,accident,pet,gujranwala,punjab,47397,61,36,10.3964,0,1,0,approved,1
3414,auto,auto,abbottabad,kpk,109448,53,17,5.9302,0,0,0,approved,0
3415,accident,others,gujranwala,punjab,21492,64,31,4.4396,0,5,0,rejected,1
3416,pet_care,pet,sialkot,punjab,20534,64,40,12.2372,2,4,0,in_review,1
3417,pet_care,auto,lahore,punjab,36792,64,38,7.8281,0,1,0,submitted,1
3418,theft,others,sukkur,sindh,401098,58,7,20.6305,1,1,0,in_review,0
3419,other,auto,karachi,sindh,34057,44,1,2.049,0,3,0,rejected,1
3420,pet,life,multan,punjab,54738,58,34,2.5705,1,2,0,approved,1
3421,pet,pet,faisalabad,punjab,82652,64,43,33.3543,0,3,0,in_review,1
3422,pet_care,auto,mardan,kpk,103592,58,43,4.1791,3,5,0,in_review,1
3423,home,life,lahore,punjab,251309,64,27,12.6623,0,1,3,submitted,0
3424,pet_care,auto,quetta,balochistan,74146,61,13,4.5727,1,1,2,approved,0
3425,damage,life,sialkot,punjab,46785,61,45,13.9366,1,4,0,rejected,1
3426,life,life,faisalabad,punjab,11053,56,10,0.6273,0,2,0,rejected,1
3427,theft,auto,gujranwala,punjab,33034,64,11,7.2491,2,4,0,approved,0
3428,pet_care,home,faisalabad,punjab,47636,44,35,3.3485,1,5,0,rejected,1
3429,medical,others,mardan,kpk,243038,56,1,16.4137,2,5,0,in_review,0
3430,theft,auto,quetta,balochistan,22928,58,26,6.5602,0,3,0,in_review,0
3431,home,home,sukkur,sindh,80295,53,19,7.9753,1,7,3,rejected,1
3432,accident,others,peshawar,kpk,37260,64,9,5.2545,1,7,1,in_review,0
3433,damage,life,abbottabad,kpk,17407,61,43,1.4004,0,4,0,approved,1
3434,other,others,lahore,punjab,293285,64,2,22.679,0,3,0,approved,0
3435,pet,auto,quetta,balochistan,25261,58,27,7.799,0,3,0,approved,0
3436,theft,home,sialkot,punjab,41184,58,22,21.4948,0,6,0,in_review,1
3437,auto,others,faisalabad,punjab,17755,58,27,1.5256,0,5,0,approved,0
3438,home,life,karachi,sindh,30644,56,29,1.7283,1,2,1,rejected,1
3439,life,auto,rawalpindi,punjab,140505,53,2,13.8211,1,6,0,approved,0
3440,auto,life,abbottabad,kpk,88537,53,43,17.4354,0,0,2,submitted,1
3441,medical,auto,peshawar,kpk,22994,45,35,1.2695,1,6,0,in_review,1
3442,theft,others,faisalabad,punjab,62169,56,17,3.673,2,5,1,submitted,0
3443,medical,pet,multan,punjab,17385,45,45,0.915,2,7,0,submitted,1
3444,theft,life,hyderabad,sindh,32417,58,34,2.314,2,8,0,in_review,1
3445,pet_care,life,sialkot,punjab,103249,45,12,6.8008,1,7,0,in_review,0
3446,auto,pet,multan,punjab,45058,44,34,2.6486,0,1,0,in_review,1
3447,home,pet,sukkur,sindh,8082,64,0,1.6464,2,8,2,approved,0
3448,other,home,quetta,balochistan,16341,56,25,0.6957,1,7,0,approved,0
3449,pet_care,pet,lahore,punjab,27499,53,27,1.4203,0,4,0,approved,0
3450,medical,pet,rawalpindi,punjab,43173,44,0,6.6718,0,5,0,rejected,1
3451,theft,home,karachi,sindh,35576,58,11,3.2702,0,5,3,approved,0
3452,medical,pet,abbottabad,kpk,74193,45,31,12.7743,1,3,0,rejected,1
3453,damage,life,mardan,kpk,38400,45,11,2.1321,0,3,0,approved,0
3454,medical,others,gujranwala,punjab,122250,58,33,31.4996,0,1,0,in_review,1
3455,accident,pet,rawalpindi,punjab,38219,64,21,2.5388,0,0,0,approved,0
3456,pet,auto,hyderabad,sindh,60982,64,34,2.8398,2,6,0,approved,1
3457,damage,auto,quetta,balochistan,57953,61,17,3.5815,1,2,0,rejected,1
3458,auto,others,sukkur,sindh,14827,44,40,2.3276,2,5,0,approved,1
3459,damage,auto,lahore,punjab,24743,44,4,1.0193,0,0,3,in_review,0
3460,theft,auto,sukkur,sindh,18552,64,10,12.1414,4,5,1,rejected,1
3461,life,life,sukkur,sindh,29996,61,28,2.4379,1,4,2,rejected,1
3462,life,pet,lahore,punjab,21247,64,39,0.8654,1,6,0,approved,1
3463,life,life,faisalabad,punjab,26954,53,41,1.1059,3,6,0,rejected,1
3464,life,life,karachi,sindh,129655,53,22,30.1173,0,3,0,submitted,0
3465,home,others,rawalpindi,punjab,36806,53,34,1.5308,0,2,0,rejected,1
3466,other,pet,lahore,punjab,16676,56,0,1.5524,0,6,0,approved,0
3467,life,others,rawalpindi,punjab,97038,45,25,4.4625,1,2,0,submitted,0
3468,damage,others,gujranwala,punjab,5000,44,1,3.1586,0,2,0,rejected,1
3469,pet,home,sukkur,sindh,5023,61,0,0.364,1,1,0,submitted,0
3470,accident,pet,islamabad,islamabad,5000,45,43,0.2783,0,4,0,rejected,1
3471,home,others,gujranwala,punjab,28926,64,25,3.8822,0,2,0,in_review,0
3472,medical,auto,sukkur,sindh,79003,64,0,20.6059,0,6,2,in_review,0
3473,pet,life,faisalabad,punjab,40631,61,1,12.8417,3,9,0,approved,1
3474,medical,home,hyderabad,sindh,17268,44,10,1.2422,0,2,0,submitted,0
3475,theft,others,faisalabad,punjab,5765,58,24,0.5188,0,2,1,in_review,0
3476,accident,pet,sukkur,sindh,29672,56,15,3.8321,2,4,0,submitted,0
3477,auto,home,sukkur,sindh,62692,64,29,2.551,0,0,0,in_review,0
3478,medical,pet,multan,punjab,38375,56,6,3.3312,2,5,0,rejected,1
3479,other,home,islamabad,islamabad,5000,53,38,0.725,2,6,0,in_review,1
3480,theft,auto,faisalabad,punjab,5000,64,20,0.6277,2,6,0,approved,0
3481,life,auto,sialkot,punjab,11218,58,35,0.7662,0,1,0,rejected,1
3482,home,pet,islamabad,islamabad,135270,64,4,7.209,0,6,0,approved,0
3483,life,pet,hyderabad,sindh,142711,53,41,10.2375,1,6,2,in_review,1
3484,auto,pet,multan,punjab,11819,64,20,0.7022,1,5,3,rejected,0
3485,other,life,sialkot,punjab,42474,44,44,4.185,2,3,0,rejected,1
3486,other,pet,karachi,sindh,24623,61,43,1.2175,0,2,1,submitted,1
3487,other,others,karachi,sindh,119820,61,30,5.6404,0,0,3,in_review,0
3488,medical,life,peshawar,kpk,25590,44,18,9.3055,0,2,0,approved,0
3489,home,life,gujranwala,punjab,71153,45,26,5.5771,0,2,0,rejected,1
3490,pet_care,home,hyderabad,sindh,23197,61,16,1.9482,1,2,0,rejected,1
3491,accident,auto,sialkot,punjab,39701,45,44,2.6358,1,1,0,in_review,1
3492,life,pet,lahore,punjab,28426,53,36,1.683,2,6,0,in_review,1
3493,life,others,hyderabad,sindh,230662,53,25,9.5465,0,3,1,approved,0
3494,damage,pet,karachi,sindh,412825,45,26,25.954,0,1,1,submitted,0
3495,pet,home,multan,punjab,61770,61,43,33.5889,0,4,0,submitted,1
3496,pet_care,others,hyderabad,sindh,12641,44,25,0.7742,0,6,0,in_review,0
3497,home,life,faisalabad,punjab,11745,64,10,2.017,2,7,0,approved,0
3498,pet,others,multan,punjab,50067,64,1,5.086,0,3,0,in_review,0
3499,auto,others,karachi,sindh,31870,56,5,1.4631,2,3,0,in_review,0
3500,pet_care,home,gujranwala,punjab,15367,56,44,2.7819,0,4,0,approved,1
3501,damage,pet,hyderabad,sindh,57929,53,15,2.8681,0,2,0,in_review,0
3502,accident,home,sukkur,sindh,20883,61,25,2.0328,0,6,1,rejected,1
3503,home,home,mardan,kpk,14178,58,40,0.9402,2,7,0,submitted,1
3504,damage,auto,gujranwala,punjab,123287,44,23,5.5305,0,0,0,approved,0
3505,pet,life,mardan,kpk,33384,44,16,2.2287,1,1,1,rejected,1
3506,pet,others,faisalabad,punjab,181062,64,13,15.9779,2,7,0,rejected,1
3507,auto,auto,islamabad,islamabad,56974,64,41,3.0045,0,4,0,rejected,1
3508,pet,life,mardan,kpk,6808,58,2,0.4152,1,5,0,in_review,1
3509,pet,auto,abbottabad,kpk,12609,44,20,1.2568,0,2,0,approved,0
3510,accident,pet,faisalabad,punjab,87635,58,22,18.9031,0,3,0,rejected,1
3511,medical,home,sialkot,punjab,21855,44,38,1.1481,0,6,1,approved,1
3512,pet_care,home,lahore,punjab,57099,64,36,2.765,3,3,2,submitted,1
3513,home,auto,peshawar,kpk,73804,53,17,30.971,3,8,0,submitted,1
3514,home,life,quetta,balochistan,26570,56,24,1.0743,2,4,0,in_review,0
3515,home,pet,sukkur,sindh,20914,44,37,0.8658,0,0,0,in_review,0
3516,pet,others,sukkur,sindh,88645,56,33,6.7756,1,5,2,approved,1
3517,other,life,hyderabad,sindh,284188,58,15,38.3986,0,0,0,approved,0
3518,pet,pet,islamabad,islamabad,59405,44,43,4.4528,0,6,0,approved,1
3519,pet_care,life,islamabad,islamabad,16692,58,24,1.0948,0,1,2,submitted,0
3520,pet,others,hyderabad,sindh,43370,64,3,3.2888,1,1,0,rejected,0
3521,auto,others,lahore,punjab,10607,44,16,0.6366,0,3,0,rejected,0
3522,pet_care,life,islamabad,islamabad,8608,45,40,0.8348,1,1,2,approved,1
3523,damage,home,quetta,balochistan,78936,45,11,9.9704,1,5,1,in_review,0
3524,auto,home,abbottabad,kpk,28966,45,30,2.0178,4,7,0,rejected,1
3525,life,life,karachi,sindh,5519,53,1,0.4084,0,5,2,rejected,0
3526,accident,home,mardan,kpk,22621,64,10,1.598,0,3,0,submitted,0
3527,pet_care,auto,lahore,punjab,13945,53,9,0.7145,0,3,0,rejected,1
3528,pet_care,pet,islamabad,islamabad,151085,61,2,15.4784,0,3,0,submitted,0
3529,medical,pet,hyderabad,sindh,41276,44,4,2.194,0,0,0,submitted,0
3530,other,home,sukkur,sindh,13518,64,34,0.584,1,6,0,approved,1
3531,auto,life,hyderabad,sindh,98658,64,21,4.4052,0,2,0,approved,0
3532,medical,pet,abbottabad,kpk,84280,44,37,5.0737,1,5,3,approved,1
3533,other,others,peshawar,kpk,35017,61,45,1.5912,0,1,1,approved,1
3534,medical,auto,gujranwala,punjab,38974,64,29,4.6139,0,1,0,submitted,0
3535,pet_care,pet,sialkot,punjab,312331,44,27,38.4218,1,1,2,rejected,1
3536,home,home,faisalabad,punjab,68591,53,40,4.0498,0,6,1,rejected,1
3537,damage,pet,multan,punjab,802507,64,40,33.5062,0,5,0,submitted,1
3538,theft,home,rawalpindi,punjab,36486,53,44,2.6955,0,2,0,submitted,1
3539,damage,home,faisalabad,punjab,27332,45,33,4.6523,0,4,2,submitted,1
3540,auto,auto,sialkot,punjab,31001,58,41,5.4226,0,0,0,approved,1
3541,pet,pet,sukkur,sindh,30402,45,19,1.3436,0,1,0,in_review,0
3542,other,life,multan,punjab,5000,56,21,0.2239,0,3,2,submitted,0
3543,medical,others,sialkot,punjab,6388,53,2,1.4528,1,6,0,submitted,0
3544,accident,home,gujranwala,punjab,19105,58,3,0.8074,1,7,0,approved,0
3545,auto,auto,rawalpindi,punjab,13564,56,31,1.5368,0,4,0,approved,1
3546,other,life,abbottabad,kpk,47029,44,32,1.9647,0,1,2,approved,1
3547,pet,others,faisalabad,punjab,127034,64,25,10.573,1,7,2,approved,0
3548,other,others,lahore,punjab,16215,53,26,1.2461,0,4,0,submitted,0
3549,medical,life,hyderabad,sindh,12573,61,6,2.0117,0,1,0,submitted,0
3550,medical,home,peshawar,kpk,22632,53,38,1.5252,0,4,0,in_review,1
3551,accident,others,mardan,kpk,5636,64,35,0.2514,1,3,0,rejected,1
3552,life,pet,multan,punjab,27518,58,42,3.1217,0,3,0,approved,1
3553,theft,others,hyderabad,sindh,24231,44,8,2.4809,0,4,0,in_review,0
3554,theft,pet,peshawar,kpk,12537,45,29,1.7099,0,5,0,in_review,0
3555,life,home,mardan,kpk,27064,64,45,1.2292,0,3,0,submitted,1
3556,theft,auto,sukkur,sindh,22684,64,27,0.9719,0,6,0,in_review,0
3557,pet,auto,abbottabad,kpk,100438,45,18,17.6859,0,0,0,in_review,0
3558,pet_care,home,hyderabad,sindh,58545,45,26,3.8041,2,2,0,approved,1
3559,theft,life,abbottabad,kpk,133623,45,42,8.0235,1,7,0,rejected,1
3560,home,others,gujranwala,punjab,87941,45,0,8.195,0,3,0,submitted,0
3561,theft,life,karachi,sindh,36476,64,38,1.6064,2,2,0,in_review,1
3562,other,life,lahore,punjab,96645,56,10,5.1569,1,1,1,in_review,0
3563,other,others,quetta,balochistan,12444,56,2,0.8734,1,2,0,in_review,0
3564,auto,life,sukkur,sindh,165091,53,10,10.1084,1,4,0,rejected,1
3565,accident,home,sukkur,sindh,23002,45,42,13.0175,2,8,0,approved,0
3566,medical,home,lahore,punjab,122290,61,9,9.8748,2,7,0,rejected,1
3567,damage,home,quetta,balochistan,106023,56,10,13.6875,0,5,0,submitted,0
