id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
7237,theft,auto,gujranwala,punjab,20756,44,13,0.8568,1,4,0,approved,0
7238,medical,auto,hyderabad,sindh,25892,56,20,1.0394,4,9,2,in_review,0
7239,other,auto,abbottabad,kpk,11591,58,7,0.5172,1,6,1,in_review,0
7240,home,home,faisalabad,punjab,14645,45,30,0.6826,3,6,3,submitted,1
7241,accident,auto,faisalabad,punjab,22483,45,15,11.7959,1,1,3,rejected,1
7242,home,home,abbottabad,kpk,85269,56,2,10.8678,0,6,0,approved,0
7243,theft,auto,mardan,kpk,7504,44,8,0.3413,1,7,0,rejected,1
7244,pet_care,pet,islamabad,islamabad,11488,53,23,2.8922,0,2,2,in_review,1
7245,life,life,abbottabad,kpk,139717,61,17,7.6419,2,8,2,submitted,0
7246,medical,life,lahore,punjab,235230,45,10,13.6318,1,2,1,approved,0
7247,home,home,sukkur,sindh,11358,61,0,1.6742,1,3,3,rejected,1
7248,medical,life,faisalabad,punjab,47657,64,23,4.6939,0,2,0,submitted,0
7249,pet,pet,mardan,kpk,26477,61,22,1.5154,1,5,3,in_review,1
7250,pet,pet,lahore,punjab,15646,44,11,0.7276,1,4,2,in_review,1
7251,theft,auto,abbottabad,kpk,5303,53,4,0.3144,1,6,3,in_review,1
7252,auto,auto,faisalabad,punjab,15813,53,26,1.0247,0,4,0,submitted,0
7253,accident,life,abbottabad,kpk,20770,53,16,8.7196,4,9,1,in_review,1
7254,accident,auto,peshawar,kpk,7635,53,17,0.387,0,4,0,approved,0
7255,home,home,karachi,sindh,17815,45,28,1.5695,1,2,1,approved,0
7256,damage,auto,rawalpindi,punjab,71239,61,5,3.0655,0,3,0,approved,0
7257,home,home,sukkur,sindh,22723,44,30,1.0994,1,1,0,submitted,0
7258,theft,home,rawalpindi,punjab,16090,58,11,1.9675,1,2,0,in_review,0
7259,home,home,sukkur,sindh,15644,45,20,0.7116,1,3,0,approved,0
7260,home,home,faisalabad,punjab,19131,56,10,0.9448,1,2,0,approved,0
7261,pet,pet,sialkot,punjab,8421,45,22,0.3808,3,4,3,rejected,1
7262,home,home,quetta,balochistan,22937,53,15,0.9415,0,2,1,approved,0
7263,damage,auto,rawalpindi,punjab,7888,61,17,0.9181,3,3,2,submitted,1
7264,pet,pet,multan,punjab,38073,56,2,2.9242,2,5,0,approved,0
7265,damage,auto,quetta,balochistan,5652,44,22,2.213,1,6,1,approved,0
7266,life,life,lahore,punjab,182361,56,1,7.3771,2,8,0,approved,0
7267,pet_care,pet,lahore,punjab,13371,56,6,1.1454,0,0,1,approved,0
7268,life,life,lahore,punjab,30011,53,10,1.8079,0,0,0,submitted,0
7269,auto,auto,faisalabad,punjab,22333,61,29,0.9361,0,6,0,approved,0
7270,medical,auto,faisalabad,punjab,162847,44,26,39.7188,0,2,0,approved,0
7271,pet,pet,lahore,punjab,13579,44,28,0.927,0,6,0,rejected,1
7272,theft,auto,karachi,sindh,17636,45,25,1.4839,0,6,0,approved,0
7273,theft,auto,hyderabad,sindh,18938,53,12,1.284,3,7,2,submitted,1
7274,auto,auto,abbottabad,kpk,18644,64,22,7.7041,1,3,1,approved,0
7275,damage,auto,gujranwala,punjab,11291,44,30,1.2485,0,5,1,approved,0
7276,auto,auto,rawalpindi,punjab,7174,44,25,0.392,0,1,0,approved,0
7277,theft,home,rawalpindi,punjab,37429,45,4,2.2911,3,6,2,submitted,1
7278,life,life,islamabad,islamabad,91857,64,8,4.3217,0,1,0,approved,0
7279,other,others,abbottabad,kpk,47583,58,5,2.5139,1,1,0,submitted,0
7280,accident,auto,abbottabad,kpk,48048,45,16,2.5892,0,2,0,submitted,0
7281,pet,pet,quetta,balochistan,12024,64,30,0.5974,0,0,1,approved,0
7282,life,life,sukkur,sindh,160332,64,11,8.2154,1,5,0,in_review,1
7283,home,home,karachi,sindh,77280,45,0,6.4037,0,1,2,submitted,1
7284,auto,auto,faisalabad,punjab,21891,64,12,1.6702,2,7,2,approved,0
7285,theft,auto,rawalpindi,punjab,10804,44,11,1.3714,2,2,0,rejected,1
7286,pet,pet,lahore,punjab,23129,64,5,11.2277,1,7,0,in_review,0
7287,theft,home,gujranwala,punjab,91956,64,24,6.1129,1,1,2,in_review,1
7288,theft,auto,quetta,balochistan,14474,45,2,0.806,1,7,2,in_review,1
7289,pet_care,pet,islamabad,islamabad,17290,64,28,1.3982,0,3,0,in_review,1
7290,other,others,karachi,sindh,21564,44,16,13.2947,1,1,0,in_review,0
7291,home,home,mardan,kpk,17418,64,0,1.8373,0,2,0,approved,0
7292,auto,auto,karachi,sindh,14411,44,18,0.7253,4,7,1,rejected,1
7293,life,life,peshawar,kpk,18718,44,16,3.2839,0,6,0,approved,0
7294,damage,home,gujranwala,punjab,23062,58,7,12.1635,0,0,1,submitted,0
7295,medical,life,rawalpindi,punjab,11005,53,12,3.253,1,4,0,approved,0
7296,other,home,gujranwala,punjab,10687,53,17,0.7994,0,5,0,approved,0
7297,medical,auto,lahore,punjab,21179,58,23,4.2545,0,4,0,approved,0
7298,pet,pet,gujranwala,punjab,11377,61,8,0.5979,0,5,2,submitted,1
7299,accident,life,islamabad,islamabad,14761,64,0,6.9171,1,3,0,approved,0
7300,life,life,mardan,kpk,45406,53,27,2.6196,1,1,0,approved,0
7301,accident,life,abbottabad,kpk,44221,44,5,23.104,0,3,0,approved,0
7302,pet_care,pet,quetta,balochistan,29095,44,9,3.2303,0,2,0,approved,0
7303,medical,auto,lahore,punjab,192683,64,11,30.7309,0,3,0,submitted,0
7304,home,home,abbottabad,kpk,65724,61,21,4.3405,0,5,0,in_review,1
7305,damage,auto,islamabad,islamabad,43118,45,18,2.563,3,3,2,in_review,1
7306,pet,pet,sialkot,punjab,7699,64,3,1.5441,0,3,0,approved,0
7307,auto,auto,peshawar,kpk,18188,64,6,1.7362,0,1,0,approved,0
7308,pet_care,pet,islamabad,islamabad,25274,64,19,1.2785,0,2,0,submitted,1
7309,pet_care,pet,rawalpindi,punjab,5000,61,12,0.2425,0,0,0,in_review,1
7310,other,life,hyderabad,sindh,5705,44,23,0.8903,3,6,3,rejected,1
7311,damage,auto,abbottabad,kpk,19253,64,22,1.0512,2,8,0,submitted,0
7312,auto,auto,multan,punjab,18179,56,29,1.1564,0,2,1,submitted,0
7313,pet,pet,faisalabad,punjab,8745,56,29,1.5588,1,3,0,approved,0
7314,other,auto,quetta,balochistan,17609,53,3,1.8394,0,1,0,in_review,0
7315,pet,pet,lahore,punjab,5642,44,0,0.3608,0,2,0,approved,0
7316,accident,auto,mardan,kpk,41169,45,26,6.048,0,5,0,approved,0
7317,damage,auto,peshawar,kpk,61489,44,24,5.7024,1,2,2,submitted,1
7318,theft,auto,abbottabad,kpk,15484,64,3,3.6867,0,4,0,submitted,0
7319,pet_care,pet,rawalpindi,punjab,31090,45,12,3.6067,1,4,0,approved,0
7320,damage,auto,peshawar,kpk,47252,64,24,1.9849,0,4,0,approved,0
7321,life,life,gujranwala,punjab,236518,45,28,14.5585,0,3,0,in_review,0
7322,theft,home,gujranwala,punjab,9686,64,16,3.6787,0,2,1,approved,0
7323,life,life,karachi,sindh,15767,53,28,0.921,0,2,0,approved,0
7324,home,home,quetta,balochistan,15004,45,15,4.3227,0,3,0,approved,0
7325,medical,life,hyderabad,sindh,263593,58,13,11.1654,0,6,1,approved,0
7326,accident,auto,peshawar,kpk,21920,64,21,1.1952,0,0,1,approved,0
7327,pet_care,pet,rawalpindi,punjab,7126,45,1,0.5392,1,6,0,in_review,0
7328,accident,auto,abbottabad,kpk,11207,64,10,0.8743,0,3,0,approved,0
7329,other,life,gujranwala,punjab,15502,44,0,0.9543,0,4,0,approved,0
7330,other,home,multan,punjab,21684,61,1,1.7094,0,1,0,approved,0
7331,other,auto,peshawar,kpk,13967,58,23,0.5978,0,3,0,in_review,1
7332,theft,auto,lahore,punjab,5000,53,24,0.7389,0,0,0,approved,0
7333,life,life,hyderabad,sindh,145357,64,2,9.3634,0,1,0,approved,0
7334,auto,auto,sukkur,sindh,43138,56,19,2.9626,0,3,3,rejected,1
7335,theft,auto,hyderabad,sindh,18596,44,27,0.8348,0,6,0,approved,0
7336,auto,auto,islamabad,islamabad,34338,64,8,4.2955,1,3,0,rejected,1
7337,theft,auto,mardan,kpk,36673,64,2,1.9971,0,0,0,in_review,0
7338,theft,home,hyderabad,sindh,6882,64,13,1.3191,2,7,0,approved,0
7339,pet_care,pet,lahore,punjab,25200,61,12,5.4498,1,7,0,approved,0
7340,damage,auto,abbottabad,kpk,5000,44,23,0.3216,1,1,0,approved,0
7341,pet,pet,multan,punjab,13168,56,20,2.3552,0,2,0,approved,0
7342,accident,life,abbottabad,kpk,46029,53,12,9.9372,0,1,0,approved,0
7343,pet,pet,rawalpindi,punjab,6851,45,1,1.3282,0,5,0,approved,0
7344,pet,pet,abbottabad,kpk,12914,44,27,2.4988,3,7,3,rejected,1
7345,life,life,peshawar,kpk,62080,61,23,2.8416,0,0,0,approved,0
7346,other,pet,islamabad,islamabad,6269,45,10,0.4913,1,2,2,in_review,1
7347,other,pet,faisalabad,punjab,17133,44,17,1.8393,1,3,2,in_review,1
7348,pet_care,pet,sialkot,punjab,7728,56,22,0.3901,1,4,0,approved,0
7349,accident,life,islamabad,islamabad,17437,58,12,0.8794,0,2,0,submitted,0
7350,other,life,karachi,sindh,16037,61,26,0.8219,1,2,0,approved,0
7351,other,home,peshawar,kpk,18240,61,9,0.7963,1,2,0,approved,0
7352,home,home,hyderabad,sindh,23424,53,10,5.4793,1,3,0,approved,0
7353,pet,pet,mardan,kpk,20354,58,8,1.3463,1,6,0,approved,0
7354,medical,auto,lahore,punjab,281263,53,13,11.598,0,3,0,approved,0
7355,damage,home,islamabad,islamabad,7564,64,18,0.3571,0,5,0,in_review,0
7356,home,home,quetta,balochistan,15222,64,4,0.9691,0,3,1,submitted,0
7357,pet,pet,karachi,sindh,9788,53,12,2.3757,2,6,2,rejected,1
7358,theft,auto,sukkur,sindh,36236,44,5,1.4553,0,5,0,submitted,0
7359,theft,home,sukkur,sindh,17162,58,30,1.7931,2,8,0,approved,0
7360,accident,auto,karachi,sindh,14379,53,8,2.0597,0,1,3,in_review,1
7361,pet,pet,sialkot,punjab,5000,61,4,0.288,4,5,2,rejected,1
7362,accident,auto,multan,punjab,20515,64,14,1.3209,0,0,0,approved,0
7363,damage,home,quetta,balochistan,22935,58,2,1.9469,0,2,0,approved,0
7364,pet,pet,faisalabad,punjab,10707,45,26,1.0043,1,6,0,approved,0
7365,auto,auto,rawalpindi,punjab,56228,64,8,3.8329,1,4,0,approved,0
7366,auto,auto,islamabad,islamabad,30732,44,10,2.7469,0,5,1,approved,0
7367,accident,auto,lahore,punjab,16967,58,17,0.9133,0,3,0,approved,0
7368,accident,auto,gujranwala,punjab,20317,64,14,1.2673,0,0,0,in_review,0
7369,life,life,multan,punjab,27925,64,29,2.4136,2,5,3,rejected,1
7370,medical,auto,sialkot,punjab,5000,61,10,0.6501,1,3,1,approved,0
7371,pet,pet,sialkot,punjab,5000,61,24,1.7018,0,3,0,approved,0
7372,accident,auto,peshawar,kpk,9492,64,28,1.1307,1,1,0,approved,0
7373,medical,life,gujranwala,punjab,6806,44,22,0.3218,0,0,0,approved,0
7374,life,life,rawalpindi,punjab,165980,64,25,8.4813,0,5,0,approved,0
7375,home,home,karachi,sindh,67185,64,12,3.2369,3,9,3,rejected,1
7376,pet,pet,sialkot,punjab,6929,64,19,1.007,0,0,0,approved,0
7377,life,life,faisalabad,punjab,43264,56,23,3.0642,1,4,0,approved,0
7378,home,home,peshawar,kpk,103609,56,3,4.3535,3,6,3,rejected,1
7379,life,life,sialkot,punjab,319039,58,29,15.6063,0,3,0,approved,0
7380,pet,pet,multan,punjab,5000,53,21,0.8228,0,1,0,approved,0
7381,theft,home,islamabad,islamabad,118182,64,27,6.5085,3,6,0,in_review,1
7382,other,pet,quetta,balochistan,42037,64,6,1.9022,0,0,0,approved,0
7383,home,home,faisalabad,punjab,71824,53,14,12.0632,2,6,1,in_review,0
7384,life,life,gujranwala,punjab,26182,64,19,1.7946,0,6,2,in_review,1
7385,damage,auto,lahore,punjab,21219,58,14,1.0092,0,1,0,approved,0
7386,life,life,islamabad,islamabad,160698,53,16,7.3435,0,2,1,approved,0
7387,damage,auto,sukkur,sindh,26527,44,27,2.8809,0,3,0,approved,0
7388,accident,auto,multan,punjab,21773,58,29,1.2415,0,3,1,submitted,0
7389,damage,auto,sialkot,punjab,6391,58,26,0.565,0,4,0,approved,0
7390,auto,auto,hyderabad,sindh,9979,53,8,1.976,0,6,0,approved,0
7391,other,others,abbottabad,kpk,19599,58,18,0.8441,0,5,0,approved,0
7392,other,auto,mardan,kpk,5000,45,16,0.4366,0,5,0,approved,0
7393,medical,life,sukkur,sindh,47063,58,23,2.4913,0,1,0,rejected,1
7394,life,life,multan,punjab,17675,61,16,1.8621,0,2,1,approved,0
7395,pet,pet,karachi,sindh,6121,53,13,0.6566,0,6,0,submitted,0
7396,pet_care,pet,hyderabad,sindh,29638,64,17,10.3847,1,4,0,approved,0
7397,medical,auto,islamabad,islamabad,8144,64,13,0.3261,1,3,1,approved,0
7398,theft,auto,hyderabad,sindh,20098,45,30,2.655,1,5,0,approved,0
7399,theft,home,faisalabad,punjab,5000,61,22,0.5174,1,2,0,approved,0
7400,damage,home,karachi,sindh,21433,53,7,1.4034,0,1,1,approved,0
7401,other,others,hyderabad,sindh,5000,53,17,0.2126,1,5,1,submitted,0
7402,theft,auto,islamabad,islamabad,20752,53,18,1.2649,0,4,0,approved,0
7403,medical,auto,mardan,kpk,49883,64,18,4.9615,1,3,1,submitted,0
7404,home,home,karachi,sindh,77992,64,16,14.35,2,4,2,in_review,1
7405,theft,home,rawalpindi,punjab,5000,45,28,0.24,0,6,2,rejected,1
7406,damage,auto,sukkur,sindh,47276,45,16,2.4886,0,6,0,in_review,1
7407,home,home,multan,punjab,30799,58,18,1.7367,0,6,0,approved,0
7408,pet,pet,multan,punjab,20510,45,17,0.8372,0,6,0,approved,0
7409,medical,life,islamabad,islamabad,73278,53,24,15.7791,0,3,0,submitted,0
7410,accident,life,hyderabad,sindh,182216,44,7,8.6268,3,8,1,in_review,1
7411,pet,pet,hyderabad,sindh,6767,61,1,0.475,1,2,0,approved,0
7412,other,life,abbottabad,kpk,8542,58,21,0.7658,3,6,2,submitted,1
7413,accident,auto,sukkur,sindh,17611,44,17,0.7294,2,6,0,approved,0
7414,theft,home,quetta,balochistan,26586,53,26,1.8053,0,0,0,rejected,1
7415,medical,life,lahore,punjab,6923,64,2,0.5807,0,3,2,rejected,1
7416,damage,home,quetta,balochistan,5275,56,20,0.5009,0,6,0,approved,0
7417,accident,auto,lahore,punjab,52807,58,14,14.6077,0,4,0,submitted,0
7418,life,life,gujranwala,punjab,129213,45,18,15.2338,3,3,1,in_review,1
7419,accident,life,karachi,sindh,19080,44,15,1.6528,0,5,2,rejected,1
7420,auto,auto,gujranwala,punjab,24001,64,1,0.9641,1,3,0,approved,0
7421,pet_care,pet,multan,punjab,14677,53,8,2.9354,0,5,0,approved,0
7422,theft,auto,lahore,punjab,13649,61,0,0.7981,0,6,1,approved,0
7423,auto,auto,lahore,punjab,51466,64,5,3.4864,1,2,0,rejected,1
7424,life,life,quetta,balochistan,119613,45,15,8.6152,0,2,0,submitted,0
7425,auto,auto,mardan,kpk,9121,58,29,0.4897,0,0,1,approved,0
7426,life,life,multan,punjab,115606,58,6,15.1993,0,6,3,submitted,1
7427,damage,home,mardan,kpk,101636,44,29,4.118,0,1,0,in_review,1
7428,medical,life,sukkur,sindh,13826,61,4,1.7141,0,5,3,rejected,1
7429,pet,pet,abbottabad,kpk,9468,45,5,0.4157,1,2,0,in_review,0
7430,accident,auto,islamabad,islamabad,11920,58,25,0.5345,0,4,1,approved,0
7431,theft,auto,mardan,kpk,21863,44,20,0.8875,0,5,0,approved,0
7432,home,home,gujranwala,punjab,27513,64,3,6.8457,1,2,0,approved,0
7433,other,home,peshawar,kpk,13592,44,10,8.9421,0,5,0,submitted,0
7434,home,home,sialkot,punjab,30671,56,17,4.1042,0,0,0,approved,0
7435,auto,auto,sialkot,punjab,22247,61,6,7.4931,2,3,0,submitted,0
7436,auto,auto,sialkot,punjab,17395,56,29,0.7694,0,2,0,in_review,0
7437,accident,life,hyderabad,sindh,34744,64,13,2.277,0,6,0,approved,0
7438,other,home,peshawar,kpk,15645,61,7,0.7093,0,0,0,approved,0
7439,theft,auto,rawalpindi,punjab,29259,45,10,3.9226,2,7,0,approved,0
7440,theft,auto,gujranwala,punjab,7434,45,24,0.4155,1,1,0,rejected,1
7441,damage,home,mardan,kpk,25504,58,7,1.3092,1,2,0,approved,0
7442,other,home,gujranwala,punjab,25730,61,5,2.4157,0,3,1,approved,0
7443,damage,auto,abbottabad,kpk,11405,64,30,0.5366,0,2,0,approved,0
7444,pet_care,pet,lahore,punjab,19426,53,12,0.7806,0,6,0,approved,0
7445,auto,auto,multan,punjab,10943,61,4,0.7636,1,4,0,approved,0
7446,auto,auto,peshawar,kpk,18741,64,19,0.8701,2,7,3,rejected,1
7447,pet_care,pet,sialkot,punjab,8973,58,12,0.4278,0,4,0,approved,0
7448,home,home,mardan,kpk,45855,61,29,2.565,0,6,0,in_review,0
7449,life,life,faisalabad,punjab,19164,44,18,0.8647,2,5,1,rejected,1
7450,medical,auto,sialkot,punjab,51129,45,7,15.4889,1,1,0,submitted,0
7451,accident,auto,karachi,sindh,20238,64,4,1.1212,2,7,0,approved,0
7452,other,home,sukkur,sindh,25801,61,1,1.668,1,3,0,approved,0
7453,home,home,karachi,sindh,217824,56,6,11.5858,1,1,0,submitted,0
7454,life,life,multan,punjab,59024,45,23,3.7734,4,8,2,in_review,1
7455,home,home,mardan,kpk,280714,44,5,12.005,0,6,0,approved,0
7456,home,home,sialkot,punjab,110312,61,5,18.1226,0,4,0,approved,0
7457,accident,life,sialkot,punjab,27986,53,2,1.7394,0,0,1,approved,0
7458,home,home,hyderabad,sindh,39590,44,4,2.2466,0,4,0,in_review,0
7459,damage,home,mardan,kpk,58006,53,21,4.5538,0,1,0,approved,0
7460,other,life,multan,punjab,41522,44,28,2.1661,0,5,3,in_review,1
7461,home,home,sukkur,sindh,17144,53,15,6.1847,3,7,3,rejected,1
7462,life,life,sukkur,sindh,361198,53,16,14.7584,2,2,0,approved,0
7463,home,home,hyderabad,sindh,67612,64,5,3.196,0,5,0,approved,0
7464,accident,auto,mardan,kpk,98280,64,15,23.0488,0,6,0,in_review,0
7465,life,life,multan,punjab,55403,61,0,26.4075,0,4,0,approved,0
7466,theft,auto,abbottabad,kpk,5000,64,6,0.536,3,3,0,in_review,1
7467,pet_care,pet,sialkot,punjab,11234,64,10,0.6493,0,6,0,in_review,0
7468,damage,home,karachi,sindh,14516,53,4,1.0421,2,8,1,approved,0
7469,other,auto,rawalpindi,punjab,28149,45,14,1.435,0,0,0,approved,0
7470,pet,pet,abbottabad,kpk,5000,53,11,0.9506,1,6,0,approved,0
7471,home,home,islamabad,islamabad,14741,61,17,2.8277,0,3,0,rejected,1
7472,pet,pet,mardan,kpk,10750,53,12,0.4612,0,0,0,approved,0
7473,auto,auto,abbottabad,kpk,36374,56,25,3.8479,2,7,0,approved,0
7474,damage,auto,multan,punjab,39243,64,0,20.885,0,3,0,approved,0
7475,auto,auto,sialkot,punjab,23751,58,4,0.9725,1,4,0,approved,0
7476,home,home,multan,punjab,42007,45,6,1.9111,1,4,0,approved,0
7477,auto,auto,peshawar,kpk,35267,64,4,2.3231,1,6,0,approved,0
7478,other,auto,rawalpindi,punjab,10022,44,2,2.0316,0,6,0,approved,0
7479,life,life,islamabad,islamabad,100132,45,5,44.8419,3,5,1,rejected,1
7480,life,life,quetta,balochistan,196307,61,6,8.3845,0,3,1,approved,0
7481,auto,auto,karachi,sindh,31214,64,13,3.1577,0,0,0,approved,0
7482,accident,auto,gujranwala,punjab,62701,56,30,3.1642,0,1,1,approved,0
7483,medical,auto,rawalpindi,punjab,207880,64,35,13.3111,0,4,0,in_review,1
7484,other,life,peshawar,kpk,31720,56,12,2.8721,1,7,0,approved,0
7485,accident,life,multan,punjab,25579,58,20,1.6682,1,3,0,approved,0
7486,other,home,quetta,balochistan,5589,58,27,1.035,0,6,0,approved,0
7487,accident,life,lahore,punjab,45976,64,24,8.806,0,2,1,approved,0
7488,auto,auto,lahore,punjab,21315,53,20,0.9953,1,6,0,approved,0
7489,pet_care,pet,faisalabad,punjab,9632,64,4,0.5157,0,5,0,in_review,0
7490,medical,life,karachi,sindh,46354,44,18,3.7409,1,1,3,rejected,1
7491,home,home,rawalpindi,punjab,13834,53,27,1.4545,1,2,1,approved,0
7492,auto,auto,quetta,balochistan,36590,61,10,1.5823,0,3,0,submitted,0
7493,accident,auto,sukkur,sindh,44676,45,26,26.4043,1,7,3,in_review,1
7494,home,home,gujranwala,punjab,14234,56,22,2.7378,0,1,0,submitted,0
7495,accident,auto,peshawar,kpk,40222,64,24,2.0361,0,2,2,in_review,1
7496,auto,auto,sialkot,punjab,32357,53,24,2.657,1,4,0,approved,0
7497,pet,pet,lahore,punjab,18219,44,4,0.8395,3,9,3,submitted,1
7498,damage,home,rawalpindi,punjab,10843,53,12,1.826,0,2,0,approved,0
7499,auto,auto,islamabad,islamabad,62482,61,26,3.5922,0,4,0,approved,0
7500,other,auto,hyderabad,sindh,72619,64,14,14.5939,1,3,0,approved,0
7501,accident,auto,rawalpindi,punjab,15611,56,7,2.0014,0,2,0,in_review,0
7502,pet,pet,sialkot,punjab,11228,61,23,0.5204,3,7,2,approved,0
7503,auto,auto,mardan,kpk,17811,53,23,3.4992,2,5,0,approved,0
7504,home,home,karachi,sindh,34566,64,0,3.4112,0,3,0,in_review,1
7505,damage,home,multan,punjab,5359,45,14,0.2228,4,10,3,submitted,1
7506,other,auto,multan,punjab,58045,53,6,3.3737,0,6,0,approved,0
7507,auto,auto,mardan,kpk,27310,56,3,3.5031,0,1,0,submitted,0
7508,home,home,multan,punjab,27091,61,13,1.3571,0,6,0,approved,0
7509,accident,auto,faisalabad,punjab,12628,58,2,0.8405,0,5,3,in_review,0
7510,accident,auto,islamabad,islamabad,30503,45,2,4.2489,3,9,0,rejected,1
7511,damage,auto,karachi,sindh,9567,53,2,0.3908,1,7,0,in_review,0
7512,auto,auto,lahore,punjab,27102,61,18,3.6423,1,7,0,approved,0
7513,pet_care,pet,faisalabad,punjab,6955,56,2,0.9153,3,8,2,submitted,1
7514,theft,home,quetta,balochistan,11537,61,28,1.995,2,7,0,submitted,0
7515,auto,auto,gujranwala,punjab,13808,45,8,1.9239,0,5,1,approved,0
7516,pet,pet,rawalpindi,punjab,7421,58,14,0.3738,3,6,3,rejected,1
7517,life,life,quetta,balochistan,40580,64,30,2.9129,0,2,0,approved,0
7518,damage,auto,rawalpindi,punjab,55524,44,20,2.9934,0,0,0,in_review,0
7519,theft,auto,lahore,punjab,8289,45,18,0.8794,0,2,0,approved,0
7520,accident,auto,abbottabad,kpk,15541,64,14,2.0312,2,8,1,rejected,1
7521,life,life,peshawar,kpk,24115,64,18,1.2897,0,1,1,submitted,1
7522,home,home,sialkot,punjab,84335,44,9,4.7739,3,3,3,submitted,1
7523,life,life,hyderabad,sindh,111630,53,13,16.1362,1,4,0,approved,0
7524,other,auto,lahore,punjab,6589,44,25,0.5936,1,7,0,rejected,1
7525,accident,life,peshawar,kpk,48922,44,26,5.9049,0,3,0,approved,0
7526,accident,auto,islamabad,islamabad,22904,58,1,2.4431,0,4,0,approved,0
7527,accident,auto,faisalabad,punjab,103032,58,20,16.5673,0,2,1,approved,0
7528,pet,pet,quetta,balochistan,6080,64,16,0.4529,0,2,0,approved,0
7529,home,home,quetta,balochistan,16535,56,3,3.0677,0,1,1,submitted,0
7530,damage,home,peshawar,kpk,41126,61,12,11.7436,1,1,0,approved,0
7531,theft,auto,karachi,sindh,32813,61,2,1.612,0,3,2,submitted,1
7532,theft,auto,sialkot,punjab,9574,58,22,0.42,2,2,0,in_review,0
7533,home,home,faisalabad,punjab,44290,53,26,2.2585,0,3,0,approved,0
7534,medical,auto,peshawar,kpk,28459,44,26,1.4639,2,8,1,approved,0
7535,medical,auto,sukkur,sindh,81925,45,22,5.3012,2,5,1,approved,0
7536,theft,auto,peshawar,kpk,23500,53,17,3.2876,0,5,0,approved,0
7537,damage,auto,multan,punjab,32044,56,28,1.6946,0,5,1,approved,0
7538,pet_care,pet,abbottabad,kpk,9124,61,10,0.8201,4,8,0,rejected,1
7539,auto,auto,hyderabad,sindh,21646,61,28,1.0652,0,4,0,approved,0
7540,auto,auto,rawalpindi,punjab,38085,58,4,3.5156,1,2,0,in_review,0
7541,medical,life,islamabad,islamabad,14036,61,30,1.3326,3,4,1,approved,0
7542,medical,auto,abbottabad,kpk,74721,61,6,6.8798,4,9,0,rejected,1
7543,medical,life,quetta,balochistan,18691,64,4,1.0402,0,4,0,approved,0
7544,damage,auto,rawalpindi,punjab,25396,64,2,3.7353,0,0,1,in_review,1
7545,other,home,mardan,kpk,65925,44,14,3.1139,0,6,0,approved,0
7546,theft,home,faisalabad,punjab,29355,56,15,1.7845,0,1,0,submitted,0
7547,life,life,abbottabad,kpk,47443,61,1,2.6239,3,5,1,approved,0
7548,pet_care,pet,rawalpindi,punjab,7273,44,13,0.4108,0,0,0,approved,0
7549,accident,life,quetta,balochistan,40405,53,1,10.7862,1,4,0,approved,0
7550,pet,pet,rawalpindi,punjab,17705,61,27,0.8573,1,2,0,in_review,0
7551,damage,auto,mardan,kpk,203413,44,28,15.1191,1,6,1,submitted,0
7552,home,home,gujranwala,punjab,28149,53,27,9.8149,0,3,0,approved,0
7553,medical,auto,quetta,balochistan,37953,58,19,3.7366,1,3,0,in_review,0
7554,pet,pet,faisalabad,punjab,19225,64,0,0.7709,1,5,0,approved,0
7555,home,home,lahore,punjab,55874,44,21,3.4026,1,1,0,in_review,0
7556,other,others,islamabad,islamabad,51458,64,2,7.5143,1,5,0,approved,0
7557,theft,auto,peshawar,kpk,55166,45,16,6.249,0,3,0,approved,0
7558,home,home,multan,punjab,15301,58,18,0.9315,1,7,3,rejected,1
7559,pet_care,pet,faisalabad,punjab,23440,64,23,1.0642,2,2,3,submitted,1
7560,auto,auto,lahore,punjab,10242,53,20,1.6586,0,6,0,approved,0
7561,pet_care,pet,rawalpindi,punjab,10157,44,20,0.5419,0,2,0,in_review,0
7562,theft,home,abbottabad,kpk,95145,64,2,17.3717,1,1,0,approved,0
7563,pet,pet,islamabad,islamabad,12356,45,9,0.8973,4,10,1,rejected,1
7564,damage,auto,faisalabad,punjab,32686,58,3,4.0991,0,2,0,rejected,1
7565,other,life,rawalpindi,punjab,31211,45,25,2.1316,1,7,0,approved,0
7566,home,home,lahore,punjab,38066,64,23,2.8866,0,2,1,submitted,1
7567,pet_care,pet,hyderabad,sindh,13184,64,1,0.7086,4,10,3,in_review,1
7568,life,life,sialkot,punjab,42550,44,9,5.4586,1,5,0,approved,0
7569,other,pet,sukkur,sindh,11254,56,20,0.796,0,1,1,approved,0
7570,life,life,sialkot,punjab,32792,61,30,8.0788,0,1,2,rejected,1
7571,theft,auto,rawalpindi,punjab,5735,44,25,0.2387,0,3,1,approved,0
7572,life,life,lahore,punjab,20034,53,23,12.6557,1,5,0,approved,0
7573,auto,auto,quetta,balochistan,23520,64,29,4.0095,1,5,2,rejected,1
7574,life,life,islamabad,islamabad,16550,44,17,5.5148,0,3,0,in_review,0
7575,pet_care,pet,hyderabad,sindh,16149,64,26,1.3869,2,6,1,submitted,0
7576,pet_care,pet,rawalpindi,punjab,5000,61,27,1.8636,0,5,0,in_review,1
