id,signal_type,fraud_category,severity,severity_encoded,account_age_days,related_entity_count,fraudulent
7062,inactive_spike,account,low,1,715,8,0
7063,stale_pending_policies,claims,medium,2,833,13,1
7064,unverified_provider,commerce,critical,4,82,25,1
7065,lead_spike,catalog,critical,4,53,9,1
7066,duplicate_email,account,high,3,47,20,1
7067,claim_burst,claims,medium,2,36,25,1
7068,inactive_spike,account,high,3,633,21,1
7069,reject_rate,commerce,critical,4,866,22,1
7070,lead_spike,commerce,critical,4,149,24,1
7071,stale_pending_policies,catalog,high,3,173,9,1
7072,unverified_provider,commerce,high,3,852,8,1
7073,duplicate_email,claims,medium,2,214,17,1
7074,stale_pending_policies,catalog,medium,2,622,7,0
7075,reject_rate,commerce,high,3,670,26,0
7076,pending_purchases,account,medium,2,71,14,1
7077,rejected_claims_volume,claims,high,3,882,30,0
7078,inactive_spike,account,medium,2,31,5,0
7079,lead_spike,commerce,medium,2,848,14,0
7080,pending_purchases,commerce,high,3,13,14,1
7081,lead_spike,commerce,low,1,400,10,1
7082,pending_purchases,account,high,3,337,18,1
7083,reject_rate,account,medium,2,81,12,1
7084,inactive_spike,account,high,3,404,13,1
7085,duplicate_email,account,high,3,55,21,1
7086,duplicate_email,account,medium,2,20,8,1
7087,unverified_provider,commerce,low,1,373,3,0
7088,inactive_spike,account,high,3,10,21,1
7089,reject_rate,catalog,critical,4,18,8,1
7090,claim_burst,claims,low,1,22,25,1
7091,rejected_claims_volume,account,low,1,667,10,0
7092,rejected_claims_volume,catalog,high,3,420,20,1
7093,rejected_claims_volume,commerce,medium,2,59,29,1
7094,pending_purchases,catalog,critical,4,332,25,1
7095,lead_spike,catalog,high,3,466,27,1
7096,other,account,critical,4,576,30,1
7097,duplicate_email,account,critical,4,417,17,1
7098,inactive_spike,account,high,3,5,30,1
7099,other,claims,medium,2,805,12,1
7100,duplicate_email,account,critical,4,566,17,1
7101,lead_spike,commerce,high,3,429,17,1
7102,rejected_claims_volume,catalog,low,1,620,23,1
7103,other,commerce,critical,4,704,12,1
7104,duplicate_email,claims,critical,4,183,26,0
7105,unverified_provider,account,high,3,475,20,1
7106,unverified_provider,claims,high,3,252,13,1
7107,other,commerce,medium,2,533,10,0
7108,duplicate_email,account,medium,2,53,15,1
7109,unverified_provider,commerce,low,1,343,12,1
7110,unverified_provider,claims,critical,4,41,24,1
7111,inactive_spike,account,high,3,9,30,1
7112,pending_purchases,commerce,critical,4,785,20,1
7113,rejected_claims_volume,account,high,3,218,14,1
7114,unverified_provider,catalog,high,3,584,29,1
7115,stale_pending_policies,catalog,critical,4,742,30,1
7116,stale_pending_policies,commerce,low,1,629,18,1
7117,stale_pending_policies,claims,medium,2,333,15,1
7118,claim_burst,claims,medium,2,87,29,1
7119,claim_burst,claims,medium,2,67,12,1
7120,lead_spike,commerce,critical,4,56,9,1
7121,unverified_provider,account,critical,4,59,17,1
7122,stale_pending_policies,claims,critical,4,667,16,1
7123,inactive_spike,claims,low,1,695,17,1
7124,pending_purchases,claims,critical,4,530,26,1
7125,rejected_claims_volume,commerce,high,3,135,12,0
7126,reject_rate,account,low,1,59,9,0
7127,duplicate_email,account,high,3,190,21,0
7128,duplicate_email,account,medium,2,165,10,0
7129,unverified_provider,commerce,critical,4,201,13,1
7130,stale_pending_policies,catalog,medium,2,434,6,0
7131,claim_burst,account,high,3,16,17,1
7132,lead_spike,commerce,high,3,880,20,1
7133,duplicate_email,commerce,critical,4,195,21,1
7134,unverified_provider,account,low,1,384,9,0
7135,other,catalog,medium,2,303,8,0
7136,rejected_claims_volume,commerce,medium,2,13,17,0
7137,pending_purchases,commerce,high,3,122,30,1
7138,rejected_claims_volume,commerce,medium,2,883,29,1
7139,claim_burst,claims,high,3,203,22,1
7140,rejected_claims_volume,claims,medium,2,592,12,1
7141,claim_burst,account,critical,4,743,9,1
7142,pending_purchases,commerce,high,3,337,9,1
7143,unverified_provider,account,low,1,163,2,0
7144,claim_burst,account,high,3,5,8,1
7145,other,catalog,high,3,822,29,0
7146,stale_pending_policies,commerce,medium,2,261,9,0
7147,unverified_provider,account,low,1,849,10,1
7148,duplicate_email,account,high,3,18,21,1
7149,inactive_spike,claims,low,1,787,4,0
7150,rejected_claims_volume,commerce,low,1,450,13,0
7151,claim_burst,claims,high,3,829,23,1
7152,pending_purchases,commerce,critical,4,649,30,1
7153,reject_rate,commerce,critical,4,554,21,1
7154,duplicate_email,catalog,medium,2,782,29,1
7155,duplicate_email,account,critical,4,812,23,1
7156,reject_rate,catalog,critical,4,45,15,1
7157,lead_spike,claims,critical,4,586,29,1
7158,unverified_provider,claims,low,1,351,9,0
7159,unverified_provider,account,low,1,718,9,0
7160,unverified_provider,commerce,critical,4,777,8,1
7161,lead_spike,commerce,high,3,629,11,1
7162,claim_burst,claims,high,3,607,8,1
7163,rejected_claims_volume,claims,critical,4,87,14,1
7164,pending_purchases,catalog,low,1,452,30,1
7165,claim_burst,claims,low,1,264,23,1
7166,claim_burst,account,critical,4,221,13,1
7167,reject_rate,commerce,high,3,86,26,1
7168,duplicate_email,catalog,high,3,533,9,0
7169,reject_rate,claims,low,1,20,10,0
7170,lead_spike,commerce,medium,2,751,15,1
7171,reject_rate,catalog,low,1,900,15,1
7172,claim_burst,account,medium,2,651,9,1
7173,pending_purchases,commerce,high,3,172,20,1
7174,inactive_spike,account,critical,4,108,22,1
7175,stale_pending_policies,commerce,medium,2,802,4,0
7176,reject_rate,catalog,high,3,655,23,0
7177,stale_pending_policies,catalog,critical,4,679,13,1
7178,pending_purchases,account,low,1,498,28,1
7179,rejected_claims_volume,claims,low,1,183,20,1
7180,inactive_spike,commerce,medium,2,169,18,1
7181,inactive_spike,commerce,critical,4,83,28,1
7182,reject_rate,commerce,medium,2,113,12,1
7183,claim_burst,claims,critical,4,434,13,1
7184,inactive_spike,account,high,3,148,12,1
7185,pending_purchases,claims,high,3,238,25,1
7186,stale_pending_policies,commerce,medium,2,10,10,0
7187,duplicate_email,commerce,high,3,490,14,1
7188,unverified_provider,commerce,medium,2,535,4,0
7189,duplicate_email,account,medium,2,713,9,1
7190,unverified_provider,account,medium,2,425,8,1
7191,claim_burst,claims,medium,2,645,30,1
7192,claim_burst,claims,critical,4,177,26,1
7193,duplicate_email,account,high,3,429,26,1
7194,duplicate_email,claims,medium,2,880,9,1
7195,pending_purchases,commerce,critical,4,222,29,1
7196,inactive_spike,claims,medium,2,125,11,0
7197,duplicate_email,catalog,high,3,461,30,1
7198,inactive_spike,account,high,3,720,16,1
7199,unverified_provider,commerce,high,3,723,27,0
7200,duplicate_email,commerce,medium,2,370,10,1
7201,inactive_spike,catalog,low,1,724,5,0
7202,rejected_claims_volume,account,critical,4,143,16,1
7203,other,commerce,critical,4,535,20,1
7204,duplicate_email,account,medium,2,70,8,1
7205,rejected_claims_volume,claims,low,1,177,16,0
7206,pending_purchases,catalog,high,3,537,13,1
7207,claim_burst,account,low,1,803,9,1
7208,rejected_claims_volume,catalog,high,3,848,15,1
7209,duplicate_email,account,medium,2,480,13,1
7210,stale_pending_policies,account,medium,2,89,8,0
7211,claim_burst,claims,high,3,382,23,1
7212,stale_pending_policies,catalog,critical,4,397,27,1
7213,reject_rate,catalog,high,3,708,12,1
7214,pending_purchases,commerce,critical,4,845,14,1
7215,unverified_provider,catalog,low,1,206,1,0
7216,rejected_claims_volume,claims,critical,4,690,19,1
7217,stale_pending_policies,catalog,medium,2,316,6,0
7218,duplicate_email,commerce,medium,2,517,13,1
7219,unverified_provider,account,medium,2,147,3,0
7220,lead_spike,catalog,critical,4,122,21,1
7221,lead_spike,account,high,3,694,12,1
7222,reject_rate,catalog,low,1,481,9,0
7223,unverified_provider,account,high,3,692,14,1
7224,rejected_claims_volume,commerce,critical,4,212,22,1
7225,unverified_provider,claims,critical,4,411,12,1
7226,lead_spike,commerce,critical,4,746,28,1
7227,rejected_claims_volume,claims,medium,2,742,17,1
7228,stale_pending_policies,catalog,medium,2,758,8,0
7229,lead_spike,commerce,medium,2,578,21,0
7230,duplicate_email,account,high,3,472,10,1
7231,duplicate_email,account,low,1,882,29,1
7232,rejected_claims_volume,catalog,medium,2,758,29,1
7233,claim_burst,claims,high,3,429,15,1
7234,lead_spike,account,low,1,860,30,1
7235,claim_burst,claims,high,3,683,21,1
7236,duplicate_email,catalog,high,3,567,18,1
7237,lead_spike,commerce,high,3,285,18,1
7238,reject_rate,catalog,medium,2,612,11,1
7239,inactive_spike,account,medium,2,894,17,1
7240,unverified_provider,account,high,3,786,30,1
7241,other,account,low,1,15,4,0
7242,lead_spike,claims,critical,4,900,18,1
7243,unverified_provider,catalog,high,3,178,8,1
7244,stale_pending_policies,commerce,high,3,677,11,1
7245,pending_purchases,claims,high,3,529,20,1
7246,reject_rate,account,critical,4,46,14,1
7247,pending_purchases,commerce,medium,2,209,11,0
7248,reject_rate,claims,critical,4,564,8,1
7249,other,account,high,3,357,26,1
7250,unverified_provider,account,low,1,116,6,0
7251,inactive_spike,claims,critical,4,380,21,1
7252,rejected_claims_volume,claims,medium,2,491,23,1
7253,pending_purchases,account,critical,4,899,23,1
7254,lead_spike,commerce,low,1,98,28,1
7255,rejected_claims_volume,claims,critical,4,770,21,1
7256,reject_rate,account,critical,4,11,25,1
7257,stale_pending_policies,catalog,critical,4,763,15,0
7258,claim_burst,claims,medium,2,661,21,1
7259,stale_pending_policies,claims,critical,4,763,15,1
7260,rejected_claims_volume,catalog,high,3,73,13,1
7261,other,catalog,high,3,780,17,1
7262,duplicate_email,claims,high,3,243,16,1
7263,claim_burst,catalog,medium,2,162,15,1
7264,other,catalog,low,1,124,2,1
7265,reject_rate,commerce,critical,4,836,25,1
7266,lead_spike,commerce,critical,4,420,29,1
7267,unverified_provider,commerce,high,3,24,14,1
7268,claim_burst,catalog,critical,4,440,28,1
7269,other,catalog,critical,4,423,29,1
7270,rejected_claims_volume,claims,high,3,282,30,1
7271,inactive_spike,commerce,high,3,850,11,0
7272,stale_pending_policies,catalog,high,3,392,22,1
7273,lead_spike,commerce,high,3,74,11,1
7274,claim_burst,claims,critical,4,110,21,0
7275,unverified_provider,catalog,critical,4,261,29,1
7276,pending_purchases,commerce,medium,2,229,22,1
7277,duplicate_email,catalog,low,1,490,30,1
7278,claim_burst,claims,high,3,562,12,1
7279,unverified_provider,commerce,medium,2,583,7,0
7280,pending_purchases,claims,high,3,850,18,1
7281,rejected_claims_volume,claims,medium,2,669,27,1
7282,stale_pending_policies,catalog,high,3,110,15,1
7283,unverified_provider,account,critical,4,113,20,1
7284,reject_rate,account,medium,2,122,14,1
7285,reject_rate,catalog,low,1,694,8,0
7286,unverified_provider,account,high,3,21,19,1
7287,claim_burst,account,high,3,659,27,1
7288,inactive_spike,commerce,critical,4,252,18,1
7289,unverified_provider,catalog,critical,4,54,22,1
7290,stale_pending_policies,claims,medium,2,478,4,0
7291,duplicate_email,commerce,medium,2,77,30,1
7292,reject_rate,commerce,critical,4,83,16,1
7293,duplicate_email,account,critical,4,729,11,0
7294,duplicate_email,commerce,critical,4,16,30,1
7295,claim_burst,account,medium,2,28,14,1
7296,unverified_provider,account,high,3,167,20,1
7297,stale_pending_policies,account,high,3,424,9,1
7298,claim_burst,claims,low,1,103,11,1
7299,inactive_spike,catalog,high,3,410,24,1
7300,claim_burst,claims,low,1,301,12,0
7301,claim_burst,claims,critical,4,535,9,1
7302,inactive_spike,commerce,low,1,22,10,0
7303,rejected_claims_volume,claims,medium,2,28,10,0
7304,other,catalog,low,1,152,8,0
7305,unverified_provider,account,low,1,59,7,0
7306,inactive_spike,claims,critical,4,233,21,1
7307,duplicate_email,account,low,1,169,24,1
7308,lead_spike,commerce,high,3,15,22,1
7309,duplicate_email,account,medium,2,867,18,1
7310,other,catalog,low,1,552,7,0
7311,rejected_claims_volume,claims,high,3,73,28,1
7312,inactive_spike,commerce,low,1,27,8,0
7313,other,catalog,critical,4,184,13,1
7314,inactive_spike,account,medium,2,443,9,1
7315,lead_spike,catalog,high,3,254,28,1
7316,claim_burst,catalog,medium,2,835,12,0
7317,rejected_claims_volume,claims,high,3,502,27,1
7318,pending_purchases,catalog,low,1,755,23,1
7319,lead_spike,commerce,high,3,27,8,0
7320,unverified_provider,catalog,low,1,288,3,0
7321,pending_purchases,claims,medium,2,135,12,1
7322,inactive_spike,claims,high,3,802,24,1
7323,inactive_spike,commerce,high,3,30,9,1
7324,stale_pending_policies,catalog,critical,4,259,10,1
7325,rejected_claims_volume,commerce,high,3,890,13,1
7326,pending_purchases,catalog,medium,2,65,9,0
7327,pending_purchases,claims,high,3,624,12,0
7328,duplicate_email,catalog,critical,4,727,29,0
7329,pending_purchases,commerce,critical,4,655,19,1
7330,pending_purchases,account,critical,4,359,28,0
7331,rejected_claims_volume,commerce,medium,2,360,17,0
7332,claim_burst,claims,high,3,11,23,1
7333,pending_purchases,commerce,high,3,66,8,1
7334,pending_purchases,catalog,medium,2,729,29,1
7335,reject_rate,claims,critical,4,226,14,1
7336,inactive_spike,account,high,3,401,21,1
7337,rejected_claims_volume,claims,high,3,478,29,1
7338,inactive_spike,account,high,3,8,25,1
7339,inactive_spike,account,high,3,435,9,1
7340,other,catalog,critical,4,490,25,1
7341,lead_spike,catalog,low,1,894,19,1
7342,reject_rate,catalog,medium,2,261,10,0
7343,lead_spike,commerce,high,3,399,27,1
7344,duplicate_email,claims,high,3,560,15,1
7345,reject_rate,catalog,low,1,100,11,1
7346,reject_rate,account,critical,4,114,12,1
7347,claim_burst,catalog,critical,4,144,27,1
7348,stale_pending_policies,catalog,low,1,841,18,1
7349,pending_purchases,commerce,medium,2,171,28,0
7350,unverified_provider,commerce,medium,2,508,5,0
7351,duplicate_email,claims,low,1,188,23,1
7352,duplicate_email,claims,high,3,366,21,0
7353,unverified_provider,claims,critical,4,862,18,0
7354,stale_pending_policies,catalog,low,1,221,12,1
7355,reject_rate,catalog,critical,4,752,9,1
7356,duplicate_email,claims,high,3,688,19,1
7357,rejected_claims_volume,claims,medium,2,515,29,1
7358,pending_purchases,claims,critical,4,241,23,1
7359,reject_rate,catalog,medium,2,129,4,0
7360,pending_purchases,commerce,critical,4,887,21,1
7361,stale_pending_policies,catalog,low,1,18,15,1
7362,unverified_provider,account,critical,4,163,12,1
7363,pending_purchases,claims,medium,2,43,27,1
7364,pending_purchases,account,critical,4,58,21,1
7365,lead_spike,claims,medium,2,859,10,1
7366,inactive_spike,commerce,critical,4,258,27,1
7367,lead_spike,commerce,high,3,367,30,1
7368,pending_purchases,commerce,medium,2,62,10,0
7369,rejected_claims_volume,account,high,3,119,26,1
7370,duplicate_email,catalog,high,3,134,21,1
7371,pending_purchases,commerce,high,3,846,23,1
7372,claim_burst,claims,high,3,619,28,1
7373,reject_rate,account,high,3,589,10,1
7374,unverified_provider,account,critical,4,583,18,1
7375,claim_burst,catalog,high,3,838,22,1
7376,claim_burst,claims,medium,2,498,26,0
7377,pending_purchases,commerce,high,3,14,29,1
7378,stale_pending_policies,account,medium,2,797,4,0
7379,unverified_provider,account,low,1,70,4,0
7380,stale_pending_policies,claims,critical,4,244,15,1
7381,reject_rate,commerce,low,1,41,7,0
7382,lead_spike,commerce,medium,2,558,29,1
7383,claim_burst,claims,low,1,92,11,1
7384,duplicate_email,account,medium,2,9,14,1
7385,reject_rate,catalog,critical,4,603,18,1
7386,stale_pending_policies,claims,critical,4,659,9,1
7387,pending_purchases,claims,high,3,776,29,1
7388,duplicate_email,commerce,medium,2,129,30,1
7389,other,commerce,critical,4,15,18,1
7390,stale_pending_policies,catalog,critical,4,882,17,1
7391,stale_pending_policies,claims,high,3,153,17,0
7392,pending_purchases,claims,medium,2,318,21,1
7393,lead_spike,claims,critical,4,8,18,1
7394,rejected_claims_volume,commerce,high,3,573,9,1
7395,stale_pending_policies,claims,medium,2,293,9,0
7396,unverified_provider,account,high,3,52,27,1
7397,lead_spike,commerce,high,3,51,26,1
7398,lead_spike,commerce,high,3,263,21,1
7399,claim_burst,account,high,3,530,30,1
7400,reject_rate,catalog,low,1,130,9,0
7401,unverified_provider,commerce,high,3,508,20,1
7402,inactive_spike,commerce,critical,4,80,30,1
7403,claim_burst,catalog,critical,4,850,20,1
7404,lead_spike,commerce,low,1,92,16,1
7405,claim_burst,catalog,high,3,430,19,1
7406,lead_spike,commerce,high,3,422,14,1
7407,reject_rate,claims,medium,2,871,15,1
7408,unverified_provider,account,critical,4,19,16,1
7409,pending_purchases,commerce,critical,4,654,9,1
7410,inactive_spike,account,medium,2,897,12,1
7411,duplicate_email,account,low,1,585,25,1
7412,rejected_claims_volume,claims,high,3,307,23,1
7413,rejected_claims_volume,claims,high,3,199,12,1
7414,unverified_provider,account,medium,2,250,4,0
7415,pending_purchases,catalog,medium,2,389,24,0
7416,stale_pending_policies,account,critical,4,274,12,1
7417,reject_rate,catalog,critical,4,83,13,1
7418,inactive_spike,catalog,high,3,763,21,1
7419,pending_purchases,commerce,medium,2,35,18,1
7420,stale_pending_policies,catalog,low,1,861,15,1
7421,pending_purchases,catalog,medium,2,280,12,1
7422,claim_burst,catalog,critical,4,205,15,1
7423,reject_rate,claims,low,1,230,11,0
7424,pending_purchases,commerce,high,3,347,26,1
7425,inactive_spike,commerce,high,3,682,9,1
7426,unverified_provider,catalog,critical,4,275,21,1
7427,inactive_spike,commerce,medium,2,22,12,1
7428,unverified_provider,account,medium,2,27,8,1
7429,duplicate_email,account,critical,4,122,24,1
7430,claim_burst,catalog,high,3,153,9,1
7431,unverified_provider,claims,medium,2,503,2,0
7432,rejected_claims_volume,account,high,3,681,30,0
7433,reject_rate,catalog,high,3,366,13,1
7434,reject_rate,commerce,high,3,423,13,1
7435,claim_burst,claims,high,3,656,19,1
7436,duplicate_email,catalog,critical,4,398,22,1
7437,lead_spike,catalog,high,3,54,12,1
7438,unverified_provider,account,low,1,345,5,0
7439,reject_rate,catalog,high,3,75,28,1
7440,other,account,high,3,9,16,1
7441,pending_purchases,catalog,critical,4,703,14,1
7442,reject_rate,commerce,low,1,593,17,1
7443,reject_rate,catalog,medium,2,487,14,1
7444,rejected_claims_volume,claims,critical,4,300,24,1
7445,duplicate_email,claims,low,1,607,17,1
7446,reject_rate,account,critical,4,55,30,0
7447,unverified_provider,catalog,medium,2,443,9,0
7448,reject_rate,catalog,medium,2,69,9,1
7449,inactive_spike,account,low,1,111,4,0
7450,claim_burst,claims,medium,2,94,20,1
7451,lead_spike,commerce,medium,2,674,23,1
7452,lead_spike,account,medium,2,2,25,1
7453,unverified_provider,account,low,1,47,6,0
7454,inactive_spike,account,high,3,81,11,1
7455,inactive_spike,claims,critical,4,587,10,1
7456,claim_burst,claims,high,3,749,25,1
7457,other,claims,high,3,219,10,1
7458,reject_rate,account,medium,2,459,6,0
7459,inactive_spike,account,medium,2,198,5,0
7460,stale_pending_policies,account,medium,2,695,4,0
7461,unverified_provider,claims,critical,4,524,10,1
7462,claim_burst,claims,high,3,445,9,1
7463,stale_pending_policies,commerce,medium,2,62,7,0
7464,lead_spike,claims,critical,4,411,15,1
7465,pending_purchases,commerce,critical,4,766,22,1
7466,rejected_claims_volume,catalog,high,3,432,10,1
7467,rejected_claims_volume,claims,high,3,543,28,1
7468,rejected_claims_volume,catalog,high,3,341,16,1
7469,stale_pending_policies,catalog,high,3,103,17,1
7470,inactive_spike,commerce,critical,4,76,15,1
7471,duplicate_email,claims,high,3,413,29,1
7472,rejected_claims_volume,claims,medium,2,420,13,1
7473,inactive_spike,catalog,medium,2,334,10,0
7474,unverified_provider,account,critical,4,755,23,1
7475,stale_pending_policies,catalog,low,1,497,5,0
7476,lead_spike,account,high,3,66,21,1
7477,inactive_spike,account,high,3,34,27,0
7478,inactive_spike,catalog,medium,2,191,7,0
7479,lead_spike,commerce,critical,4,133,11,0
7480,duplicate_email,catalog,critical,4,341,27,1
7481,reject_rate,catalog,critical,4,93,29,1
7482,unverified_provider,account,critical,4,276,22,0
7483,other,catalog,high,3,893,13,0
7484,inactive_spike,account,low,1,54,6,0
7485,pending_purchases,commerce,high,3,844,29,1
7486,inactive_spike,account,critical,4,296,29,1
7487,rejected_claims_volume,claims,high,3,148,9,1
7488,stale_pending_policies,catalog,medium,2,477,7,0
7489,stale_pending_policies,commerce,critical,4,232,22,1
7490,rejected_claims_volume,claims,low,1,746,26,1
7491,stale_pending_policies,catalog,medium,2,872,10,0
7492,rejected_claims_volume,catalog,medium,2,413,19,1
7493,inactive_spike,catalog,high,3,335,29,1
7494,reject_rate,catalog,high,3,481,28,1
7495,inactive_spike,claims,critical,4,579,10,1
7496,stale_pending_policies,catalog,high,3,829,18,1
7497,unverified_provider,account,low,1,674,12,1
7498,pending_purchases,commerce,medium,2,420,14,1
7499,claim_burst,claims,critical,4,735,15,1
7500,duplicate_email,commerce,high,3,36,27,1
7501,rejected_claims_volume,claims,medium,2,819,10,0
7502,rejected_claims_volume,claims,high,3,619,21,1
7503,inactive_spike,claims,high,3,697,16,1
7504,other,account,high,3,18,14,1
7505,stale_pending_policies,commerce,medium,2,25,12,1
7506,lead_spike,account,medium,2,352,21,1
7507,unverified_provider,commerce,medium,2,847,4,0
7508,pending_purchases,commerce,high,3,45,10,1
7509,other,claims,critical,4,298,14,1
7510,reject_rate,claims,critical,4,169,27,1
7511,inactive_spike,account,low,1,687,11,0
7512,lead_spike,commerce,medium,2,85,10,1
7513,rejected_claims_volume,claims,critical,4,852,18,1
7514,unverified_provider,claims,critical,4,881,28,1
7515,claim_burst,account,medium,2,57,9,1
7516,pending_purchases,account,high,3,719,15,1
7517,stale_pending_policies,catalog,high,3,645,24,1
7518,lead_spike,account,medium,2,37,12,1
7519,unverified_provider,commerce,critical,4,444,16,1
7520,stale_pending_policies,catalog,low,1,794,8,0
7521,reject_rate,commerce,critical,4,253,9,1
7522,stale_pending_policies,catalog,high,3,395,16,1
7523,duplicate_email,account,medium,2,76,25,1
7524,reject_rate,commerce,critical,4,21,10,0
7525,unverified_provider,account,high,3,630,10,0
7526,inactive_spike,account,medium,2,27,11,0
7527,reject_rate,commerce,medium,2,42,15,1
7528,rejected_claims_volume,catalog,high,3,405,26,1
7529,claim_burst,commerce,high,3,187,19,1
7530,claim_burst,catalog,high,3,680,16,1
7531,claim_burst,commerce,critical,4,641,13,0
7532,inactive_spike,catalog,medium,2,732,16,0
7533,lead_spike,commerce,high,3,245,21,1
7534,claim_burst,account,high,3,128,11,1
7535,lead_spike,account,medium,2,297,8,1
7536,pending_purchases,commerce,high,3,45,12,1
7537,stale_pending_policies,catalog,high,3,15,26,1
7538,reject_rate,catalog,high,3,767,27,1
7539,pending_purchases,commerce,high,3,286,14,1
7540,duplicate_email,account,high,3,104,30,1
7541,pending_purchases,claims,high,3,79,18,1
7542,reject_rate,commerce,medium,2,735,10,0
7543,lead_spike,account,critical,4,30,29,1
7544,claim_burst,commerce,low,1,113,14,1
7545,unverified_provider,catalog,high,3,258,15,1
7546,stale_pending_policies,commerce,medium,2,507,6,0
7547,rejected_claims_volume,commerce,high,3,768,23,1
7548,reject_rate,catalog,critical,4,403,28,1
7549,duplicate_email,commerce,low,1,670,27,1
7550,lead_spike,commerce,medium,2,2,17,1
7551,duplicate_email,catalog,medium,2,233,25,1
7552,lead_spike,catalog,high,3,155,10,1
7553,pending_purchases,commerce,high,3,383,18,1
7554,inactive_spike,account,high,3,129,30,1
7555,inactive_spike,account,low,1,561,9,0
7556,reject_rate,catalog,critical,4,332,27,1
7557,unverified_provider,commerce,critical,4,15,14,1
7558,pending_purchases,commerce,critical,4,614,16,1
7559,lead_spike,catalog,high,3,839,10,0
7560,other,account,high,3,1,28,1
7561,stale_pending_policies,claims,critical,4,607,20,1
7562,duplicate_email,catalog,high,3,291,9,1
7563,pending_purchases,commerce,high,3,407,8,1
7564,pending_purchases,catalog,high,3,614,27,1
7565,duplicate_email,catalog,high,3,284,30,1
7566,other,claims,high,3,608,24,1
7567,unverified_provider,account,low,1,681,2,1
7568,pending_purchases,commerce,critical,4,56,14,1
7569,inactive_spike,claims,low,1,808,11,0
7570,stale_pending_policies,catalog,medium,2,888,5,0
7571,claim_burst,commerce,critical,4,493,21,1
7572,unverified_provider,account,high,3,62,22,1
7573,duplicate_email,claims,medium,2,531,19,1
7574,reject_rate,account,medium,2,898,4,0
7575,stale_pending_policies,catalog,medium,2,583,9,0
7576,rejected_claims_volume,commerce,medium,2,889,20,1
7577,other,commerce,critical,4,27,9,1
7578,claim_burst,claims,high,3,347,9,1
7579,stale_pending_policies,catalog,high,3,641,17,1
7580,unverified_provider,catalog,critical,4,20,9,1
7581,inactive_spike,commerce,critical,4,37,24,1
7582,stale_pending_policies,claims,critical,4,568,20,1
7583,lead_spike,commerce,critical,4,325,23,1
7584,claim_burst,commerce,high,3,15,14,1
7585,reject_rate,account,medium,2,15,12,1
7586,rejected_claims_volume,claims,critical,4,872,11,1
7587,duplicate_email,commerce,high,3,22,24,1
7588,reject_rate,claims,high,3,853,12,1
7589,rejected_claims_volume,catalog,medium,2,223,30,1
7590,rejected_claims_volume,claims,medium,2,71,18,1
7591,lead_spike,commerce,medium,2,858,17,1
7592,inactive_spike,account,low,1,12,18,1
7593,inactive_spike,account,low,1,391,16,0
7594,inactive_spike,account,medium,2,673,10,0
7595,duplicate_email,commerce,high,3,631,17,1
7596,claim_burst,claims,high,3,99,10,1
7597,duplicate_email,account,critical,4,881,23,1
7598,unverified_provider,account,medium,2,23,10,0
7599,pending_purchases,account,medium,2,9,9,0
7600,reject_rate,commerce,low,1,400,7,0
7601,rejected_claims_volume,claims,high,3,665,28,1
7602,claim_burst,claims,high,3,699,11,1
7603,inactive_spike,catalog,high,3,585,11,0
7604,claim_burst,claims,medium,2,7,10,1
7605,lead_spike,commerce,high,3,152,16,1
7606,inactive_spike,claims,critical,4,118,9,1
7607,reject_rate,commerce,medium,2,330,9,0
7608,lead_spike,catalog,low,1,658,25,1
7609,reject_rate,catalog,medium,2,828,7,0
7610,claim_burst,claims,high,3,223,25,0
7611,lead_spike,commerce,critical,4,61,27,1
7612,pending_purchases,account,high,3,320,9,1
7613,claim_burst,account,medium,2,153,26,1
7614,other,commerce,high,3,512,9,1
7615,pending_purchases,claims,high,3,770,29,1
7616,unverified_provider,commerce,high,3,408,17,1
7617,claim_burst,claims,high,3,302,18,1
7618,duplicate_email,commerce,high,3,756,15,1
7619,lead_spike,commerce,high,3,214,11,1
7620,pending_purchases,commerce,critical,4,566,22,1
7621,duplicate_email,claims,low,1,371,18,1
7622,duplicate_email,account,critical,4,169,12,1
7623,duplicate_email,account,critical,4,47,17,0
7624,stale_pending_policies,catalog,medium,2,386,18,1
7625,reject_rate,catalog,high,3,577,19,1
7626,inactive_spike,account,critical,4,781,22,1
7627,stale_pending_policies,claims,low,1,337,12,1
7628,reject_rate,commerce,critical,4,41,17,1
7629,pending_purchases,catalog,high,3,330,30,1
7630,unverified_provider,account,critical,4,42,16,1
7631,other,claims,low,1,702,5,1
7632,duplicate_email,commerce,high,3,506,11,1
7633,duplicate_email,commerce,medium,2,2,8,1
7634,reject_rate,commerce,critical,4,776,22,1
7635,inactive_spike,catalog,low,1,457,12,1
7636,claim_burst,commerce,critical,4,276,9,1
7637,other,commerce,medium,2,503,4,0
7638,rejected_claims_volume,claims,low,1,820,19,1
7639,other,commerce,high,3,900,13,1
7640,lead_spike,account,high,3,291,29,1
7641,claim_burst,claims,high,3,29,23,1
7642,reject_rate,claims,critical,4,768,18,1
7643,duplicate_email,account,high,3,329,14,1
7644,stale_pending_policies,claims,high,3,478,12,1
7645,pending_purchases,commerce,high,3,593,27,1
7646,reject_rate,catalog,high,3,274,18,1
7647,other,catalog,high,3,820,26,1
7648,pending_purchases,claims,low,1,270,15,1
7649,claim_burst,claims,high,3,835,22,1
7650,unverified_provider,account,high,3,86,13,1
